#    L    TT             EE             TE             PP             TP          
   872   0.223325E+04   0.159859E+02   0.346736E+02   0.359102E+06   0.141961E+03
   873   0.222197E+04   0.162141E+02   0.359857E+02   0.358376E+06   0.141157E+03
   874   0.221056E+04   0.164471E+02   0.372718E+02   0.357652E+06   0.140350E+03
   875   0.219902E+04   0.166847E+02   0.385312E+02   0.356929E+06   0.139540E+03
   876   0.218737E+04   0.169267E+02   0.397635E+02   0.356208E+06   0.138727E+03
   877   0.217560E+04   0.171730E+02   0.409679E+02   0.355489E+06   0.137911E+03
   878   0.216375E+04   0.174236E+02   0.421440E+02   0.354772E+06   0.137093E+03
   879   0.215179E+04   0.176783E+02   0.432912E+02   0.354056E+06   0.136272E+03
   880   0.213974E+04   0.179370E+02   0.444090E+02   0.353343E+06   0.135448E+03
   881   0.212761E+04   0.181997E+02   0.454970E+02   0.352631E+06   0.134621E+03
   882   0.211540E+04   0.184663E+02   0.465545E+02   0.351921E+06   0.133792E+03
   883   0.210311E+04   0.187366E+02   0.475812E+02   0.351213E+06   0.132960E+03
   884   0.209074E+04   0.190107E+02   0.485765E+02   0.350506E+06   0.132126E+03
   885   0.207831E+04   0.192885E+02   0.495399E+02   0.349802E+06   0.131290E+03
   886   0.206580E+04   0.195697E+02   0.504709E+02   0.349099E+06   0.130450E+03
   887   0.205324E+04   0.198545E+02   0.513696E+02   0.348398E+06   0.129609E+03
   888   0.204062E+04   0.201426E+02   0.522357E+02   0.347700E+06   0.128765E+03
   889   0.202794E+04   0.204338E+02   0.530693E+02   0.347002E+06   0.127919E+03
   890   0.201523E+04   0.207281E+02   0.538703E+02   0.346307E+06   0.127070E+03
   891   0.200247E+04   0.210254E+02   0.546387E+02   0.345614E+06   0.126220E+03
   892   0.198968E+04   0.213255E+02   0.553743E+02   0.344922E+06   0.125367E+03
   893   0.197685E+04   0.216284E+02   0.560771E+02   0.344232E+06   0.124512E+03
   894   0.196402E+04   0.219337E+02   0.567470E+02   0.343545E+06   0.123655E+03
   895   0.195115E+04   0.222415E+02   0.573837E+02   0.342859E+06   0.122796E+03
   896   0.193828E+04   0.225516E+02   0.579873E+02   0.342174E+06   0.121934E+03
   897   0.192541E+04   0.228638E+02   0.585575E+02   0.341492E+06   0.121071E+03
   898   0.191253E+04   0.231780E+02   0.590942E+02   0.340812E+06   0.120206E+03
   899   0.189966E+04   0.234941E+02   0.595973E+02   0.340133E+06   0.119339E+03
   900   0.188681E+04   0.238119E+02   0.600666E+02   0.339456E+06   0.118471E+03
   901   0.187396E+04   0.241311E+02   0.605019E+02   0.338782E+06   0.117600E+03
   902   0.186115E+04   0.244519E+02   0.609032E+02   0.338109E+06   0.116728E+03
   903   0.184836E+04   0.247740E+02   0.612704E+02   0.337437E+06   0.115854E+03
   904   0.183559E+04   0.250973E+02   0.616033E+02   0.336768E+06   0.114979E+03
   905   0.182286E+04   0.254217E+02   0.619019E+02   0.336101E+06   0.114102E+03
   906   0.181015E+04   0.257470E+02   0.621660E+02   0.335435E+06   0.113224E+03
   907   0.179749E+04   0.260731E+02   0.623955E+02   0.334771E+06   0.112345E+03
   908   0.178487E+04   0.263999E+02   0.625906E+02   0.334109E+06   0.111464E+03
   909   0.177228E+04   0.267274E+02   0.627512E+02   0.333449E+06   0.110583E+03
   910   0.175974E+04   0.270553E+02   0.628773E+02   0.332790E+06   0.109701E+03
   911   0.174724E+04   0.273835E+02   0.629692E+02   0.332133E+06   0.108818E+03
   912   0.173480E+04   0.277119E+02   0.630268E+02   0.331478E+06   0.107934E+03
   913   0.172241E+04   0.280405E+02   0.630502E+02   0.330824E+06   0.107050E+03
   914   0.171007E+04   0.283690E+02   0.630395E+02   0.330173E+06   0.106165E+03
   915   0.169778E+04   0.286973E+02   0.629948E+02   0.329522E+06   0.105280E+03
   916   0.168555E+04   0.290254E+02   0.629162E+02   0.328874E+06   0.104394E+03
   917   0.167337E+04   0.293530E+02   0.628037E+02   0.328227E+06   0.103509E+03
   918   0.166125E+04   0.296801E+02   0.626577E+02   0.327582E+06   0.102623E+03
   919   0.164920E+04   0.300064E+02   0.624781E+02   0.326938E+06   0.101737E+03
   920   0.163722E+04   0.303319E+02   0.622652E+02   0.326296E+06   0.100852E+03
   921   0.162529E+04   0.306564E+02   0.620189E+02   0.325656E+06   0.999663E+02
   922   0.161343E+04   0.309798E+02   0.617399E+02   0.325017E+06   0.990812E+02
   923   0.160165E+04   0.313019E+02   0.614281E+02   0.324380E+06   0.981965E+02
   924   0.158994E+04   0.316228E+02   0.610841E+02   0.323744E+06   0.973124E+02
   925   0.157830E+04   0.319420E+02   0.607081E+02   0.323110E+06   0.964289E+02
   926   0.156674E+04   0.322597E+02   0.603007E+02   0.322477E+06   0.955460E+02
   927   0.155526E+04   0.325757E+02   0.598619E+02   0.321846E+06   0.946640E+02
   928   0.154387E+04   0.328898E+02   0.593922E+02   0.321216E+06   0.937829E+02
   929   0.153256E+04   0.332019E+02   0.588918E+02   0.320588E+06   0.929029E+02
   930   0.152134E+04   0.335119E+02   0.583611E+02   0.319961E+06   0.920239E+02
   931   0.151020E+04   0.338196E+02   0.578003E+02   0.319335E+06   0.911462E+02
   932   0.149916E+04   0.341250E+02   0.572096E+02   0.318711E+06   0.902698E+02
   933   0.148821E+04   0.344279E+02   0.565894E+02   0.318089E+06   0.893948E+02
   934   0.147736E+04   0.347280E+02   0.559399E+02   0.317468E+06   0.885213E+02
   935   0.146659E+04   0.350254E+02   0.552615E+02   0.316848E+06   0.876494E+02
   936   0.145592E+04   0.353199E+02   0.545543E+02   0.316230E+06   0.867793E+02
   937   0.144535E+04   0.356113E+02   0.538190E+02   0.315612E+06   0.859110E+02
   938   0.143488E+04   0.358996E+02   0.530557E+02   0.314997E+06   0.850446E+02
   939   0.142451E+04   0.361847E+02   0.522650E+02   0.314382E+06   0.841802E+02
   940   0.141424E+04   0.364663E+02   0.514472E+02   0.313769E+06   0.833179E+02
   941   0.140408E+04   0.367444E+02   0.506026E+02   0.313157E+06   0.824579E+02
   942   0.139401E+04   0.370189E+02   0.497317E+02   0.312547E+06   0.816002E+02
   943   0.138406E+04   0.372896E+02   0.488349E+02   0.311938E+06   0.807449E+02
   944   0.137421E+04   0.375565E+02   0.479127E+02   0.311330E+06   0.798922E+02
   945   0.136448E+04   0.378195E+02   0.469655E+02   0.310723E+06   0.790421E+02
   946   0.135484E+04   0.380785E+02   0.459939E+02   0.310117E+06   0.781946E+02
   947   0.134533E+04   0.383332E+02   0.449983E+02   0.309513E+06   0.773501E+02
   948   0.133592E+04   0.385837E+02   0.439792E+02   0.308910E+06   0.765084E+02
   949   0.132663E+04   0.388300E+02   0.429370E+02   0.308308E+06   0.756698E+02
   950   0.131745E+04   0.390718E+02   0.418724E+02   0.307707E+06   0.748343E+02
   951   0.130839E+04   0.393089E+02   0.407856E+02   0.307107E+06   0.740020E+02
   952   0.129944E+04   0.395415E+02   0.396773E+02   0.306509E+06   0.731730E+02
   953   0.129061E+04   0.397693E+02   0.385477E+02   0.305911E+06   0.723472E+02
   954   0.128190E+04   0.399923E+02   0.373975E+02   0.305315E+06   0.715247E+02
   955   0.127331E+04   0.402103E+02   0.362271E+02   0.304720E+06   0.707054E+02
   956   0.126485E+04   0.404232E+02   0.350370E+02   0.304126E+06   0.698895E+02
   957   0.125651E+04   0.406310E+02   0.338278E+02   0.303534E+06   0.690769E+02
   958   0.124830E+04   0.408337E+02   0.326000E+02   0.302942E+06   0.682676E+02
   959   0.124022E+04   0.410311E+02   0.313545E+02   0.302352E+06   0.674616E+02
   960   0.123228E+04   0.412233E+02   0.300917E+02   0.301763E+06   0.666590E+02
   961   0.122446E+04   0.414101E+02   0.288123E+02   0.301175E+06   0.658597E+02
   962   0.121679E+04   0.415915E+02   0.275170E+02   0.300589E+06   0.650638E+02
   963   0.120925E+04   0.417675E+02   0.262064E+02   0.300004E+06   0.642714E+02
   964   0.120185E+04   0.419379E+02   0.248810E+02   0.299419E+06   0.634823E+02
   965   0.119459E+04   0.421029E+02   0.235413E+02   0.298837E+06   0.626966E+02
   966   0.118747E+04   0.422621E+02   0.221880E+02   0.298255E+06   0.619144E+02
   967   0.118049E+04   0.424156E+02   0.208215E+02   0.297675E+06   0.611356E+02
   968   0.117366E+04   0.425633E+02   0.194425E+02   0.297096E+06   0.603602E+02
   969   0.116697E+04   0.427051E+02   0.180514E+02   0.296518E+06   0.595884E+02
   970   0.116043E+04   0.428409E+02   0.166489E+02   0.295941E+06   0.588200E+02
   971   0.115403E+04   0.429708E+02   0.152355E+02   0.295366E+06   0.580551E+02
   972   0.114777E+04   0.430947E+02   0.138119E+02   0.294792E+06   0.572937E+02
   973   0.114167E+04   0.432125E+02   0.123786E+02   0.294220E+06   0.565359E+02
   974   0.113572E+04   0.433242E+02   0.109363E+02   0.293648E+06   0.557816E+02
   975   0.112991E+04   0.434297E+02   0.948561E+01   0.293078E+06   0.550308E+02
   976   0.112425E+04   0.435291E+02   0.802709E+01   0.292510E+06   0.542836E+02
   977   0.111875E+04   0.436222E+02   0.656150E+01   0.291942E+06   0.535400E+02
   978   0.111340E+04   0.437092E+02   0.508926E+01   0.291376E+06   0.528000E+02
   979   0.110819E+04   0.437899E+02   0.361106E+01   0.290812E+06   0.520636E+02
   980   0.110314E+04   0.438642E+02   0.212744E+01   0.290248E+06   0.513308E+02
   981   0.109825E+04   0.439323E+02   0.638993E+00   0.289687E+06   0.506016E+02
   982   0.109350E+04   0.439941E+02  -0.853700E+00   0.289126E+06   0.498761E+02
   983   0.108890E+04   0.440496E+02  -0.235005E+01   0.288567E+06   0.491543E+02
   984   0.108447E+04   0.440988E+02  -0.384950E+01   0.288009E+06   0.484361E+02
   985   0.108018E+04   0.441416E+02  -0.535150E+01   0.287452E+06   0.477216E+02
   986   0.107604E+04   0.441779E+02  -0.685554E+01   0.286897E+06   0.470108E+02
   987   0.107206E+04   0.442079E+02  -0.836109E+01   0.286344E+06   0.463038E+02
   988   0.106824E+04   0.442314E+02  -0.986764E+01   0.285792E+06   0.456004E+02
   989   0.106456E+04   0.442485E+02  -0.113747E+02   0.285241E+06   0.449008E+02
   990   0.106104E+04   0.442589E+02  -0.128816E+02   0.284691E+06   0.442049E+02
   991   0.105767E+04   0.442629E+02  -0.143880E+02   0.284143E+06   0.435129E+02
   992   0.105446E+04   0.442604E+02  -0.158932E+02   0.283597E+06   0.428246E+02
   993   0.105140E+04   0.442512E+02  -0.173965E+02   0.283052E+06   0.421400E+02
   994   0.104849E+04   0.442356E+02  -0.188973E+02   0.282508E+06   0.414593E+02
   995   0.104574E+04   0.442136E+02  -0.203950E+02   0.281966E+06   0.407825E+02
   996   0.104313E+04   0.441851E+02  -0.218890E+02   0.281425E+06   0.401094E+02
   997   0.104068E+04   0.441501E+02  -0.233786E+02   0.280886E+06   0.394402E+02
   998   0.103838E+04   0.441086E+02  -0.248631E+02   0.280348E+06   0.387749E+02
   999   0.103623E+04   0.440607E+02  -0.263419E+02   0.279812E+06   0.381135E+02
  1000   0.103424E+04   0.440064E+02  -0.278142E+02   0.279277E+06   0.374559E+02
  1001   0.103238E+04   0.439457E+02  -0.292794E+02   0.278744E+06   0.368022E+02
  1002   0.103068E+04   0.438784E+02  -0.307367E+02   0.278212E+06   0.361526E+02
  1003   0.102912E+04   0.438047E+02  -0.321853E+02   0.277681E+06   0.355069E+02
  1004   0.102770E+04   0.437246E+02  -0.336246E+02   0.277152E+06   0.348654E+02
  1005   0.102642E+04   0.436380E+02  -0.350539E+02   0.276625E+06   0.342280E+02
  1006   0.102528E+04   0.435451E+02  -0.364727E+02   0.276099E+06   0.335948E+02
  1007   0.102428E+04   0.434460E+02  -0.378807E+02   0.275575E+06   0.329660E+02
  1008   0.102341E+04   0.433410E+02  -0.392776E+02   0.275051E+06   0.323415E+02
  1009   0.102269E+04   0.432300E+02  -0.406630E+02   0.274530E+06   0.317214E+02
  1010   0.102209E+04   0.431134E+02  -0.420365E+02   0.274010E+06   0.311058E+02
  1011   0.102162E+04   0.429912E+02  -0.433979E+02   0.273491E+06   0.304948E+02
  1012   0.102128E+04   0.428636E+02  -0.447467E+02   0.272973E+06   0.298884E+02
  1013   0.102107E+04   0.427305E+02  -0.460827E+02   0.272457E+06   0.292867E+02
  1014   0.102099E+04   0.425918E+02  -0.474050E+02   0.271943E+06   0.286898E+02
  1015   0.102103E+04   0.424476E+02  -0.487135E+02   0.271430E+06   0.280977E+02
  1016   0.102120E+04   0.422978E+02  -0.500075E+02   0.270918E+06   0.275104E+02
  1017   0.102150E+04   0.421421E+02  -0.512867E+02   0.270407E+06   0.269282E+02
  1018   0.102192E+04   0.419807E+02  -0.525504E+02   0.269898E+06   0.263509E+02
  1019   0.102246E+04   0.418136E+02  -0.537983E+02   0.269390E+06   0.257787E+02
  1020   0.102312E+04   0.416407E+02  -0.550296E+02   0.268884E+06   0.252117E+02
  1021   0.102390E+04   0.414624E+02  -0.562435E+02   0.268379E+06   0.246499E+02
  1022   0.102480E+04   0.412786E+02  -0.574394E+02   0.267875E+06   0.240934E+02
  1023   0.102579E+04   0.410897E+02  -0.586165E+02   0.267373E+06   0.235422E+02
  1024   0.102690E+04   0.408957E+02  -0.597741E+02   0.266872E+06   0.229964E+02
  1025   0.102811E+04   0.406968E+02  -0.609114E+02   0.266372E+06   0.224562E+02
  1026   0.102942E+04   0.404932E+02  -0.620277E+02   0.265873E+06   0.219214E+02
  1027   0.103082E+04   0.402850E+02  -0.631233E+02   0.265376E+06   0.213923E+02
  1028   0.103232E+04   0.400721E+02  -0.641979E+02   0.264880E+06   0.208688E+02
  1029   0.103392E+04   0.398547E+02  -0.652515E+02   0.264385E+06   0.203511E+02
  1030   0.103561E+04   0.396328E+02  -0.662844E+02   0.263892E+06   0.198392E+02
  1031   0.103740E+04   0.394065E+02  -0.672965E+02   0.263400E+06   0.193332E+02
  1032   0.103928E+04   0.391758E+02  -0.682878E+02   0.262909E+06   0.188331E+02
  1033   0.104125E+04   0.389408E+02  -0.692584E+02   0.262419E+06   0.183390E+02
  1034   0.104331E+04   0.387016E+02  -0.702076E+02   0.261931E+06   0.178509E+02
  1035   0.104546E+04   0.384584E+02  -0.711347E+02   0.261444E+06   0.173691E+02
  1036   0.104769E+04   0.382112E+02  -0.720392E+02   0.260958E+06   0.168934E+02
  1037   0.104998E+04   0.379602E+02  -0.729203E+02   0.260473E+06   0.164239E+02
  1038   0.105236E+04   0.377056E+02  -0.737775E+02   0.259989E+06   0.159609E+02
  1039   0.105481E+04   0.374476E+02  -0.746101E+02   0.259507E+06   0.155042E+02
  1040   0.105733E+04   0.371860E+02  -0.754174E+02   0.259026E+06   0.150539E+02
  1041   0.105991E+04   0.369211E+02  -0.761993E+02   0.258545E+06   0.146102E+02
  1042   0.106255E+04   0.366528E+02  -0.769558E+02   0.258067E+06   0.141731E+02
  1043   0.106525E+04   0.363813E+02  -0.776865E+02   0.257589E+06   0.137427E+02
  1044   0.106802E+04   0.361065E+02  -0.783920E+02   0.257112E+06   0.133189E+02
  1045   0.107084E+04   0.358283E+02  -0.790716E+02   0.256637E+06   0.129020E+02
  1046   0.107371E+04   0.355470E+02  -0.797259E+02   0.256163E+06   0.124919E+02
  1047   0.107664E+04   0.352625E+02  -0.803542E+02   0.255689E+06   0.120888E+02
  1048   0.107962E+04   0.349749E+02  -0.809565E+02   0.255217E+06   0.116926E+02
  1049   0.108265E+04   0.346845E+02  -0.815320E+02   0.254746E+06   0.113035E+02
  1050   0.108572E+04   0.343916E+02  -0.820822E+02   0.254277E+06   0.109215E+02
  1051   0.108883E+04   0.340963E+02  -0.826063E+02   0.253808E+06   0.105467E+02
  1052   0.109198E+04   0.337986E+02  -0.831036E+02   0.253340E+06   0.101790E+02
  1053   0.109517E+04   0.334990E+02  -0.835742E+02   0.252874E+06   0.981840E+01
  1054   0.109840E+04   0.331977E+02  -0.840181E+02   0.252408E+06   0.946479E+01
  1055   0.110166E+04   0.328946E+02  -0.844360E+02   0.251944E+06   0.911814E+01
  1056   0.110494E+04   0.325899E+02  -0.848273E+02   0.251481E+06   0.877838E+01
  1057   0.110825E+04   0.322837E+02  -0.851912E+02   0.251018E+06   0.844547E+01
  1058   0.111159E+04   0.319761E+02  -0.855293E+02   0.250557E+06   0.811934E+01
  1059   0.111494E+04   0.316672E+02  -0.858401E+02   0.250097E+06   0.779994E+01
  1060   0.111832E+04   0.313570E+02  -0.861237E+02   0.249638E+06   0.748721E+01
  1061   0.112172E+04   0.310458E+02  -0.863815E+02   0.249181E+06   0.718109E+01
  1062   0.112513E+04   0.307335E+02  -0.866114E+02   0.248724E+06   0.688153E+01
  1063   0.112856E+04   0.304203E+02  -0.868156E+02   0.248268E+06   0.658846E+01
  1064   0.113199E+04   0.301064E+02  -0.869927E+02   0.247814E+06   0.630184E+01
  1065   0.113544E+04   0.297918E+02  -0.871428E+02   0.247360E+06   0.602160E+01
  1066   0.113889E+04   0.294766E+02  -0.872673E+02   0.246908E+06   0.574769E+01
  1067   0.114234E+04   0.291609E+02  -0.873647E+02   0.246457E+06   0.548005E+01
  1068   0.114580E+04   0.288450E+02  -0.874360E+02   0.246007E+06   0.521861E+01
  1069   0.114925E+04   0.285288E+02  -0.874810E+02   0.245558E+06   0.496334E+01
  1070   0.115271E+04   0.282125E+02  -0.874999E+02   0.245110E+06   0.471416E+01
  1071   0.115616E+04   0.278963E+02  -0.874927E+02   0.244663E+06   0.447102E+01
  1072   0.115960E+04   0.275802E+02  -0.874601E+02   0.244217E+06   0.423386E+01
  1073   0.116303E+04   0.272645E+02  -0.874015E+02   0.243772E+06   0.400264E+01
  1074   0.116645E+04   0.269492E+02  -0.873175E+02   0.243329E+06   0.377727E+01
  1075   0.116986E+04   0.266345E+02  -0.872084E+02   0.242886E+06   0.355772E+01
  1076   0.117325E+04   0.263204E+02  -0.870733E+02   0.242445E+06   0.334393E+01
  1077   0.117663E+04   0.260071E+02  -0.869137E+02   0.242004E+06   0.313583E+01
  1078   0.117998E+04   0.256948E+02  -0.867298E+02   0.241565E+06   0.293337E+01
  1079   0.118331E+04   0.253835E+02  -0.865207E+02   0.241127E+06   0.273649E+01
  1080   0.118662E+04   0.250733E+02  -0.862881E+02   0.240690E+06   0.254514E+01
  1081   0.118990E+04   0.247645E+02  -0.860304E+02   0.240254E+06   0.235925E+01
  1082   0.119315E+04   0.244570E+02  -0.857492E+02   0.239819E+06   0.217878E+01
  1083   0.119637E+04   0.241509E+02  -0.854445E+02   0.239385E+06   0.200366E+01
  1084   0.119956E+04   0.238465E+02  -0.851164E+02   0.238952E+06   0.183384E+01
  1085   0.120272E+04   0.235438E+02  -0.847656E+02   0.238521E+06   0.166925E+01
  1086   0.120584E+04   0.232429E+02  -0.843907E+02   0.238090E+06   0.150984E+01
  1087   0.120892E+04   0.229439E+02  -0.839940E+02   0.237661E+06   0.135556E+01
  1088   0.121196E+04   0.226469E+02  -0.835747E+02   0.237232E+06   0.120635E+01
  1089   0.121496E+04   0.223521E+02  -0.831328E+02   0.236805E+06   0.106215E+01
  1090   0.121791E+04   0.220594E+02  -0.826692E+02   0.236379E+06   0.922897E+00
  1091   0.122082E+04   0.217691E+02  -0.821846E+02   0.235954E+06   0.788541E+00
  1092   0.122368E+04   0.214813E+02  -0.816784E+02   0.235530E+06   0.659024E+00
  1093   0.122649E+04   0.211960E+02  -0.811519E+02   0.235107E+06   0.534287E+00
  1094   0.122925E+04   0.209135E+02  -0.806047E+02   0.234685E+06   0.414273E+00
  1095   0.123197E+04   0.206337E+02  -0.800380E+02   0.234264E+06   0.298926E+00
  1096   0.123462E+04   0.203569E+02  -0.794513E+02   0.233844E+06   0.188188E+00
  1097   0.123723E+04   0.200830E+02  -0.788453E+02   0.233426E+06   0.820012E-01
  1098   0.123977E+04   0.198123E+02  -0.782209E+02   0.233008E+06  -0.196908E-01
  1099   0.124226E+04   0.195448E+02  -0.775779E+02   0.232592E+06  -0.116946E+00
  1100   0.124470E+04   0.192806E+02  -0.769173E+02   0.232176E+06  -0.209820E+00
