#    L    TT             EE             BB             TE          
  1534  -0.533297E+05   0.159613E+02   0.763809E-01   0.506748E+01
  1535  -0.543735E+05   0.160616E+02   0.763025E-01   0.509883E+01
  1536  -0.549861E+05   0.161618E+02   0.762240E-01   0.512082E+01
  1537  -0.551664E+05   0.162617E+02   0.761453E-01   0.513350E+01
  1538  -0.549166E+05   0.163617E+02   0.760665E-01   0.513695E+01
  1539  -0.542421E+05   0.164613E+02   0.759876E-01   0.513122E+01
  1540  -0.531517E+05   0.165607E+02   0.759085E-01   0.511645E+01
  1541  -0.516571E+05   0.166597E+02   0.758293E-01   0.509255E+01
  1542  -0.497728E+05   0.167585E+02   0.757499E-01   0.505972E+01
  1543  -0.475164E+05   0.168568E+02   0.756705E-01   0.501796E+01
  1544  -0.449081E+05   0.169547E+02   0.755909E-01   0.496739E+01
  1545  -0.419704E+05   0.170520E+02   0.755112E-01   0.490806E+01
  1546  -0.387282E+05   0.171488E+02   0.754315E-01   0.484003E+01
  1547  -0.352085E+05   0.172450E+02   0.753516E-01   0.476335E+01
  1548  -0.314402E+05   0.173407E+02   0.752717E-01   0.467815E+01
  1549  -0.274536E+05   0.174356E+02   0.751917E-01   0.458448E+01
  1550  -0.232806E+05   0.175298E+02   0.751116E-01   0.448239E+01
  1551  -0.189540E+05   0.176232E+02   0.750314E-01   0.437201E+01
  1552  -0.145077E+05   0.177157E+02   0.749512E-01   0.425338E+01
  1553  -0.997596E+04   0.178075E+02   0.748709E-01   0.412672E+01
  1554  -0.539354E+04   0.178983E+02   0.747906E-01   0.399202E+01
  1555  -0.795221E+03   0.179882E+02   0.747102E-01   0.384946E+01
  1556   0.378441E+04   0.180771E+02   0.746297E-01   0.369912E+01
  1557   0.831118E+04   0.181650E+02   0.745492E-01   0.354119E+01
  1558   0.127516E+05   0.182518E+02   0.744686E-01   0.337572E+01
  1559   0.170732E+05   0.183376E+02   0.743881E-01   0.320292E+01
  1560   0.212445E+05   0.184222E+02   0.743074E-01   0.302276E+01
  1561   0.252356E+05   0.185056E+02   0.742268E-01   0.283559E+01
  1562   0.290180E+05   0.185879E+02   0.741461E-01   0.264138E+01
  1563   0.325652E+05   0.186689E+02   0.740654E-01   0.244032E+01
  1564   0.358524E+05   0.187487E+02   0.739847E-01   0.223254E+01
  1565   0.388571E+05   0.188271E+02   0.739040E-01   0.201823E+01
  1566   0.415590E+05   0.189042E+02   0.738233E-01   0.179743E+01
  1567   0.439403E+05   0.189800E+02   0.737426E-01   0.157034E+01
  1568   0.459856E+05   0.190543E+02   0.736619E-01   0.133699E+01
  1569   0.476821E+05   0.191272E+02   0.735812E-01   0.109765E+01
  1570   0.490197E+05   0.191987E+02   0.735005E-01   0.852438E+00
  1571   0.499911E+05   0.192685E+02   0.734199E-01   0.601412E+00
  1572   0.505914E+05   0.193369E+02   0.733393E-01   0.344740E+00
  1573   0.508190E+05   0.194037E+02   0.732587E-01   0.825838E-01
  1574   0.506745E+05   0.194688E+02   0.731782E-01  -0.184880E+00
  1575   0.501616E+05   0.195324E+02   0.730977E-01  -0.457499E+00
  1576   0.492864E+05   0.195943E+02   0.730173E-01  -0.735090E+00
  1577   0.480578E+05   0.196546E+02   0.729370E-01  -0.101751E+01
  1578   0.464870E+05   0.197132E+02   0.728567E-01  -0.130457E+01
  1579   0.445877E+05   0.197701E+02   0.727765E-01  -0.159613E+01
  1580   0.423760E+05   0.198253E+02   0.726965E-01  -0.189204E+01
  1581   0.398700E+05   0.198787E+02   0.726165E-01  -0.219214E+01
  1582   0.370899E+05   0.199305E+02   0.725366E-01  -0.249629E+01
  1583   0.340575E+05   0.199803E+02   0.724569E-01  -0.280434E+01
  1584   0.307967E+05   0.200284E+02   0.723773E-01  -0.311615E+01
  1585   0.273326E+05   0.200746E+02   0.722978E-01  -0.343157E+01
  1586   0.236916E+05   0.201190E+02   0.722185E-01  -0.375047E+01
  1587   0.199012E+05   0.201615E+02   0.721393E-01  -0.407267E+01
  1588   0.159899E+05   0.202020E+02   0.720603E-01  -0.439802E+01
  1589   0.119868E+05   0.202406E+02   0.719815E-01  -0.472637E+01
  1590   0.792159E+04   0.202773E+02   0.719028E-01  -0.505756E+01
  1591   0.382406E+04   0.203120E+02   0.718244E-01  -0.539142E+01
  1592  -0.275862E+03   0.203448E+02   0.717461E-01  -0.572779E+01
  1593  -0.434842E+04   0.203756E+02   0.716681E-01  -0.606654E+01
  1594  -0.836425E+04   0.204043E+02   0.715902E-01  -0.640747E+01
  1595  -0.122945E+05   0.204310E+02   0.715126E-01  -0.675045E+01
  1596  -0.161113E+05   0.204558E+02   0.714353E-01  -0.709530E+01
  1597  -0.197874E+05   0.204784E+02   0.713581E-01  -0.744186E+01
  1598  -0.232970E+05   0.204991E+02   0.712812E-01  -0.778996E+01
  1599  -0.266155E+05   0.205177E+02   0.712046E-01  -0.813945E+01
  1600  -0.297197E+05   0.205342E+02   0.711282E-01  -0.849017E+01
  1601  -0.325884E+05   0.205487E+02   0.710521E-01  -0.884195E+01
  1602  -0.352018E+05   0.205610E+02   0.709762E-01  -0.919468E+01
  1603  -0.375421E+05   0.205712E+02   0.709007E-01  -0.954820E+01
  1604  -0.395936E+05   0.205794E+02   0.708254E-01  -0.990239E+01
  1605  -0.413428E+05   0.205855E+02   0.707504E-01  -0.102571E+02
  1606  -0.427782E+05   0.205894E+02   0.706756E-01  -0.106123E+02
  1607  -0.438907E+05   0.205912E+02   0.706012E-01  -0.109676E+02
  1608  -0.446735E+05   0.205908E+02   0.705271E-01  -0.113231E+02
  1609  -0.451222E+05   0.205883E+02   0.704532E-01  -0.116785E+02
  1610  -0.452346E+05   0.205837E+02   0.703797E-01  -0.120338E+02
  1611  -0.450113E+05   0.205771E+02   0.703065E-01  -0.123886E+02
  1612  -0.444548E+05   0.205684E+02   0.702335E-01  -0.127430E+02
  1613  -0.435702E+05   0.205576E+02   0.701609E-01  -0.130967E+02
  1614  -0.423649E+05   0.205448E+02   0.700886E-01  -0.134495E+02
  1615  -0.408485E+05   0.205300E+02   0.700166E-01  -0.138014E+02
  1616  -0.390327E+05   0.205131E+02   0.699449E-01  -0.141523E+02
  1617  -0.369314E+05   0.204941E+02   0.698735E-01  -0.145019E+02
  1618  -0.345604E+05   0.204731E+02   0.698024E-01  -0.148502E+02
  1619  -0.319374E+05   0.204501E+02   0.697316E-01  -0.151970E+02
  1620  -0.290818E+05   0.204251E+02   0.696611E-01  -0.155421E+02
  1621  -0.260146E+05   0.203980E+02   0.695909E-01  -0.158856E+02
  1622  -0.227582E+05   0.203690E+02   0.695210E-01  -0.162272E+02
  1623  -0.193365E+05   0.203379E+02   0.694514E-01  -0.165668E+02
  1624  -0.157742E+05   0.203049E+02   0.693822E-01  -0.169041E+02
  1625  -0.120972E+05   0.202698E+02   0.693132E-01  -0.172393E+02
  1626  -0.833206E+04   0.202330E+02   0.692445E-01  -0.175720E+02
  1627  -0.450588E+04   0.201941E+02   0.691761E-01  -0.179022E+02
  1628  -0.646239E+03   0.201533E+02   0.691079E-01  -0.182296E+02
  1629   0.321911E+04   0.201107E+02   0.690401E-01  -0.185544E+02
  1630   0.706242E+04   0.200660E+02   0.689726E-01  -0.188761E+02
  1631   0.108561E+05   0.200196E+02   0.689053E-01  -0.191948E+02
  1632   0.145729E+05   0.199713E+02   0.688383E-01  -0.195104E+02
  1633   0.181863E+05   0.199212E+02   0.687716E-01  -0.198227E+02
  1634   0.216703E+05   0.198692E+02   0.687051E-01  -0.201316E+02
  1635   0.249999E+05   0.198153E+02   0.686390E-01  -0.204370E+02
  1636   0.281513E+05   0.197597E+02   0.685731E-01  -0.207388E+02
  1637   0.311018E+05   0.197024E+02   0.685074E-01  -0.210370E+02
  1638   0.338302E+05   0.196432E+02   0.684421E-01  -0.213312E+02
  1639   0.363169E+05   0.195823E+02   0.683770E-01  -0.216215E+02
  1640   0.385439E+05   0.195198E+02   0.683121E-01  -0.219079E+02
  1641   0.404952E+05   0.194556E+02   0.682476E-01  -0.221901E+02
  1642   0.421566E+05   0.193897E+02   0.681833E-01  -0.224681E+02
  1643   0.435159E+05   0.193223E+02   0.681192E-01  -0.227418E+02
  1644   0.445632E+05   0.192534E+02   0.680554E-01  -0.230111E+02
  1645   0.452908E+05   0.191828E+02   0.679919E-01  -0.232759E+02
  1646   0.456930E+05   0.191106E+02   0.679286E-01  -0.235362E+02
  1647   0.457666E+05   0.190371E+02   0.678656E-01  -0.237918E+02
  1648   0.455109E+05   0.189620E+02   0.678028E-01  -0.240426E+02
  1649   0.449272E+05   0.188854E+02   0.677403E-01  -0.242887E+02
  1650   0.440194E+05   0.188072E+02   0.676781E-01  -0.245298E+02
  1651   0.427935E+05   0.187278E+02   0.676161E-01  -0.247660E+02
  1652   0.412581E+05   0.186469E+02   0.675544E-01  -0.249972E+02
  1653   0.394237E+05   0.185647E+02   0.674929E-01  -0.252234E+02
  1654   0.373031E+05   0.184811E+02   0.674317E-01  -0.254443E+02
  1655   0.349113E+05   0.183962E+02   0.673708E-01  -0.256600E+02
  1656   0.322650E+05   0.183101E+02   0.673101E-01  -0.258705E+02
  1657   0.293831E+05   0.182228E+02   0.672497E-01  -0.260756E+02
  1658   0.262859E+05   0.181342E+02   0.671896E-01  -0.262752E+02
  1659   0.229956E+05   0.180445E+02   0.671297E-01  -0.264695E+02
  1660   0.195357E+05   0.179536E+02   0.670701E-01  -0.266582E+02
  1661   0.159311E+05   0.178616E+02   0.670107E-01  -0.268414E+02
  1662   0.122076E+05   0.177686E+02   0.669516E-01  -0.270190E+02
  1663   0.839224E+04   0.176745E+02   0.668928E-01  -0.271910E+02
  1664   0.451262E+04   0.175795E+02   0.668342E-01  -0.273573E+02
  1665   0.596975E+03   0.174834E+02   0.667759E-01  -0.275178E+02
  1666  -0.332612E+04   0.173864E+02   0.667179E-01  -0.276726E+02
  1667  -0.722792E+04   0.172885E+02   0.666601E-01  -0.278216E+02
  1668  -0.110797E+05   0.171897E+02   0.666026E-01  -0.279647E+02
  1669  -0.148531E+05   0.170900E+02   0.665453E-01  -0.281020E+02
  1670  -0.185199E+05   0.169896E+02   0.664883E-01  -0.282333E+02
  1671  -0.220530E+05   0.168883E+02   0.664316E-01  -0.283588E+02
  1672  -0.254259E+05   0.167862E+02   0.663751E-01  -0.284782E+02
  1673  -0.286130E+05   0.166835E+02   0.663189E-01  -0.285918E+02
  1674  -0.315903E+05   0.165801E+02   0.662629E-01  -0.286994E+02
  1675  -0.343349E+05   0.164761E+02   0.662071E-01  -0.288011E+02
  1676  -0.368258E+05   0.163715E+02   0.661516E-01  -0.288968E+02
  1677  -0.390435E+05   0.162665E+02   0.660964E-01  -0.289866E+02
  1678  -0.409706E+05   0.161609E+02   0.660414E-01  -0.290704E+02
  1679  -0.425916E+05   0.160549E+02   0.659866E-01  -0.291482E+02
  1680  -0.438933E+05   0.159485E+02   0.659320E-01  -0.292201E+02
  1681  -0.448647E+05   0.158416E+02   0.658776E-01  -0.292859E+02
  1682  -0.454973E+05   0.157344E+02   0.658235E-01  -0.293459E+02
  1683  -0.457850E+05   0.156268E+02   0.657696E-01  -0.293997E+02
  1684  -0.457241E+05   0.155189E+02   0.657159E-01  -0.294477E+02
  1685  -0.453136E+05   0.154108E+02   0.656623E-01  -0.294896E+02
  1686  -0.445552E+05   0.153025E+02   0.656090E-01  -0.295255E+02
  1687  -0.434529E+05   0.151939E+02   0.655558E-01  -0.295556E+02
  1688  -0.420135E+05   0.150851E+02   0.655028E-01  -0.295797E+02
  1689  -0.402463E+05   0.149762E+02   0.654500E-01  -0.295979E+02
  1690  -0.381631E+05   0.148673E+02   0.653973E-01  -0.296102E+02
  1691  -0.357780E+05   0.147583E+02   0.653448E-01  -0.296166E+02
  1692  -0.331076E+05   0.146492E+02   0.652924E-01  -0.296171E+02
  1693  -0.301707E+05   0.145402E+02   0.652402E-01  -0.296119E+02
  1694  -0.269881E+05   0.144312E+02   0.651881E-01  -0.296008E+02
  1695  -0.235828E+05   0.143223E+02   0.651361E-01  -0.295839E+02
  1696  -0.199793E+05   0.142134E+02   0.650842E-01  -0.295612E+02
  1697  -0.162039E+05   0.141047E+02   0.650324E-01  -0.295328E+02
  1698  -0.122844E+05   0.139961E+02   0.649807E-01  -0.294986E+02
  1699  -0.824984E+04   0.138877E+02   0.649291E-01  -0.294588E+02
  1700  -0.413013E+04   0.137796E+02   0.648776E-01  -0.294132E+02
  1701   0.438122E+02   0.136717E+02   0.648261E-01  -0.293621E+02
  1702   0.424054E+04   0.135641E+02   0.647747E-01  -0.293055E+02
  1703   0.842823E+04   0.134569E+02   0.647233E-01  -0.292434E+02
  1704   0.125749E+05   0.133500E+02   0.646720E-01  -0.291760E+02
  1705   0.166488E+05   0.132437E+02   0.646208E-01  -0.291031E+02
  1706   0.206184E+05   0.131377E+02   0.645696E-01  -0.290251E+02
  1707   0.244529E+05   0.130321E+02   0.645184E-01  -0.289418E+02
  1708   0.281221E+05   0.129271E+02   0.644672E-01  -0.288533E+02
  1709   0.315971E+05   0.128226E+02   0.644160E-01  -0.287597E+02
  1710   0.348504E+05   0.127188E+02   0.643649E-01  -0.286610E+02
  1711   0.378556E+05   0.126154E+02   0.643137E-01  -0.285573E+02
  1712   0.405885E+05   0.125127E+02   0.642625E-01  -0.284487E+02
  1713   0.430266E+05   0.124106E+02   0.642114E-01  -0.283353E+02
  1714   0.451495E+05   0.123092E+02   0.641602E-01  -0.282169E+02
  1715   0.469391E+05   0.122085E+02   0.641090E-01  -0.280939E+02
  1716   0.483799E+05   0.121086E+02   0.640578E-01  -0.279663E+02
  1717   0.494589E+05   0.120094E+02   0.640066E-01  -0.278340E+02
  1718   0.501657E+05   0.119109E+02   0.639553E-01  -0.276973E+02
  1719   0.504929E+05   0.118133E+02   0.639040E-01  -0.275561E+02
  1720   0.504358E+05   0.117165E+02   0.638527E-01  -0.274106E+02
  1721   0.499929E+05   0.116206E+02   0.638013E-01  -0.272608E+02
  1722   0.491653E+05   0.115255E+02   0.637499E-01  -0.271069E+02
  1723   0.479574E+05   0.114315E+02   0.636985E-01  -0.269490E+02
  1724   0.463766E+05   0.113383E+02   0.636470E-01  -0.267870E+02
  1725   0.444330E+05   0.112461E+02   0.635955E-01  -0.266211E+02
  1726   0.421398E+05   0.111549E+02   0.635439E-01  -0.264515E+02
  1727   0.395128E+05   0.110648E+02   0.634923E-01  -0.262780E+02
  1728   0.365709E+05   0.109755E+02   0.634406E-01  -0.261010E+02
  1729   0.333351E+05   0.108875E+02   0.633889E-01  -0.259204E+02
  1730   0.298291E+05   0.108005E+02   0.633372E-01  -0.257362E+02
  1731   0.260789E+05   0.107145E+02   0.632854E-01  -0.255487E+02
  1732   0.221124E+05   0.106297E+02   0.632335E-01  -0.253579E+02
  1733   0.179596E+05   0.105460E+02   0.631816E-01  -0.251639E+02
  1734   0.136518E+05   0.104635E+02   0.631297E-01  -0.249667E+02
  1735   0.922219E+04   0.103821E+02   0.630777E-01  -0.247665E+02
  1736   0.470476E+04   0.103019E+02   0.630256E-01  -0.245634E+02
  1737   0.134557E+03   0.102230E+02   0.629735E-01  -0.243574E+02
  1738  -0.445276E+04   0.101452E+02   0.629213E-01  -0.241489E+02
  1739  -0.902117E+04   0.100688E+02   0.628691E-01  -0.239378E+02
  1740  -0.135346E+05   0.999356E+01   0.628168E-01  -0.237242E+02
  1741  -0.179570E+05   0.991962E+01   0.627645E-01  -0.235082E+02
  1742  -0.222532E+05   0.984700E+01   0.627121E-01  -0.232900E+02
  1743  -0.263884E+05   0.977563E+01   0.626596E-01  -0.230696E+02
  1744  -0.303290E+05   0.970565E+01   0.626070E-01  -0.228471E+02
  1745  -0.340429E+05   0.963696E+01   0.625544E-01  -0.226226E+02
  1746  -0.374994E+05   0.956965E+01   0.625017E-01  -0.223963E+02
  1747  -0.406697E+05   0.950363E+01   0.624490E-01  -0.221680E+02
  1748  -0.435270E+05   0.943904E+01   0.623961E-01  -0.219381E+02
  1749  -0.460470E+05   0.937580E+01   0.623432E-01  -0.217065E+02
  1750  -0.482079E+05   0.931390E+01   0.622902E-01  -0.214735E+02
  1751  -0.499905E+05   0.925342E+01   0.622371E-01  -0.212391E+02
  1752  -0.513787E+05   0.919435E+01   0.621839E-01  -0.210034E+02
  1753  -0.523592E+05   0.913668E+01   0.621306E-01  -0.207664E+02
  1754  -0.529220E+05   0.908041E+01   0.620772E-01  -0.205284E+02
  1755  -0.530604E+05   0.902561E+01   0.620237E-01  -0.202894E+02
  1756  -0.527711E+05   0.897219E+01   0.619701E-01  -0.200495E+02
  1757  -0.520541E+05   0.892024E+01   0.619164E-01  -0.198088E+02
  1758  -0.509129E+05   0.886967E+01   0.618625E-01  -0.195674E+02
  1759  -0.493542E+05   0.882059E+01   0.618085E-01  -0.193254E+02
  1760  -0.473885E+05   0.877294E+01   0.617544E-01  -0.190829E+02
  1761  -0.450293E+05   0.872673E+01   0.617001E-01  -0.188399E+02
  1762  -0.422935E+05   0.868197E+01   0.616457E-01  -0.185966E+02
  1763  -0.392010E+05   0.863866E+01   0.615912E-01  -0.183532E+02
  1764  -0.357748E+05   0.859680E+01   0.615364E-01  -0.181096E+02
  1765  -0.320407E+05   0.855639E+01   0.614816E-01  -0.178659E+02
  1766  -0.280271E+05   0.851745E+01   0.614265E-01  -0.176224E+02
  1767  -0.237648E+05   0.847995E+01   0.613713E-01  -0.173791E+02
  1768  -0.192870E+05   0.844392E+01   0.613159E-01  -0.171360E+02
  1769  -0.146284E+05   0.840934E+01   0.612603E-01  -0.168933E+02
  1770  -0.982578E+04   0.837622E+01   0.612045E-01  -0.166512E+02
  1771  -0.491710E+04   0.834455E+01   0.611486E-01  -0.164096E+02
  1772   0.585763E+02   0.831432E+01   0.610924E-01  -0.161687E+02
  1773   0.506142E+04   0.828553E+01   0.610360E-01  -0.159284E+02
  1774   0.100512E+05   0.825819E+01   0.609795E-01  -0.156891E+02
  1775   0.149874E+05   0.823228E+01   0.609227E-01  -0.154506E+02
  1776   0.198299E+05   0.820781E+01   0.608657E-01  -0.152132E+02
  1777   0.245391E+05   0.818476E+01   0.608085E-01  -0.149768E+02
  1778   0.290761E+05   0.816313E+01   0.607511E-01  -0.147416E+02
  1779   0.334034E+05   0.814291E+01   0.606934E-01  -0.145077E+02
  1780   0.374848E+05   0.812410E+01   0.606356E-01  -0.142751E+02
  1781   0.412861E+05   0.810668E+01   0.605775E-01  -0.140440E+02
  1782   0.447750E+05   0.809067E+01   0.605192E-01  -0.138144E+02
  1783   0.479217E+05   0.807604E+01   0.604606E-01  -0.135864E+02
  1784   0.506990E+05   0.806278E+01   0.604019E-01  -0.133600E+02
  1785   0.530826E+05   0.805089E+01   0.603429E-01  -0.131355E+02
  1786   0.550511E+05   0.804035E+01   0.602837E-01  -0.129127E+02
  1787   0.565867E+05   0.803115E+01   0.602243E-01  -0.126919E+02
  1788   0.576747E+05   0.802330E+01   0.601647E-01  -0.124730E+02
  1789   0.583042E+05   0.801676E+01   0.601048E-01  -0.122563E+02
  1790   0.584680E+05   0.801154E+01   0.600447E-01  -0.120416E+02
  1791   0.581626E+05   0.800762E+01   0.599844E-01  -0.118292E+02
  1792   0.573882E+05   0.800499E+01   0.599240E-01  -0.116190E+02
  1793   0.561491E+05   0.800362E+01   0.598633E-01  -0.114113E+02
  1794   0.544533E+05   0.800351E+01   0.598024E-01  -0.112060E+02
  1795   0.523125E+05   0.800465E+01   0.597413E-01  -0.110031E+02
  1796   0.497422E+05   0.800702E+01   0.596800E-01  -0.108028E+02
  1797   0.467616E+05   0.801061E+01   0.596185E-01  -0.106051E+02
  1798   0.433933E+05   0.801539E+01   0.595568E-01  -0.104102E+02
  1799   0.396629E+05   0.802136E+01   0.594950E-01  -0.102180E+02
  1800   0.355996E+05   0.802849E+01   0.594330E-01  -0.100286E+02
  1801   0.312352E+05   0.803678E+01   0.593708E-01  -0.984214E+01
  1802   0.266041E+05   0.804620E+01   0.593084E-01  -0.965860E+01
  1803   0.217431E+05   0.805674E+01   0.592459E-01  -0.947808E+01
  1804   0.166912E+05   0.806838E+01   0.591832E-01  -0.930063E+01
  1805   0.114890E+05   0.808110E+01   0.591204E-01  -0.912629E+01
  1806   0.617857E+04   0.809488E+01   0.590574E-01  -0.895511E+01
  1807   0.803060E+03   0.810970E+01   0.589943E-01  -0.878712E+01
  1808  -0.459361E+04   0.812555E+01   0.589310E-01  -0.862240E+01
  1809  -0.996716E+04   0.814240E+01   0.588677E-01  -0.846097E+01
  1810  -0.152733E+05   0.816023E+01   0.588042E-01  -0.830291E+01
  1811  -0.204681E+05   0.817903E+01   0.587405E-01  -0.814823E+01
  1812  -0.255084E+05   0.819876E+01   0.586768E-01  -0.799696E+01
  1813  -0.303521E+05   0.821942E+01   0.586129E-01  -0.784917E+01
  1814  -0.349584E+05   0.824097E+01   0.585489E-01  -0.770487E+01
  1815  -0.392884E+05   0.826341E+01   0.584848E-01  -0.756411E+01
  1816  -0.433055E+05   0.828671E+01   0.584206E-01  -0.742691E+01
  1817  -0.469752E+05   0.831084E+01   0.583563E-01  -0.729333E+01
  1818  -0.502660E+05   0.833579E+01   0.582919E-01  -0.716338E+01
  1819  -0.531492E+05   0.836153E+01   0.582274E-01  -0.703709E+01
  1820  -0.555995E+05   0.838804E+01   0.581628E-01  -0.691449E+01
  1821  -0.575950E+05   0.841527E+01   0.580981E-01  -0.679561E+01
  1822  -0.591175E+05   0.844327E+01   0.580333E-01  -0.668047E+01
  1823  -0.601528E+05   0.847197E+01   0.579684E-01  -0.656910E+01
  1824  -0.606905E+05   0.850130E+01   0.579034E-01  -0.646154E+01
  1825  -0.607243E+05   0.853128E+01   0.578383E-01  -0.635777E+01
  1826  -0.602522E+05   0.856198E+01   0.577731E-01  -0.625783E+01
  1827  -0.592762E+05   0.859320E+01   0.577079E-01  -0.616172E+01
  1828  -0.578027E+05   0.862501E+01   0.576425E-01  -0.606943E+01
  1829  -0.558421E+05   0.865743E+01   0.575770E-01  -0.598100E+01
  1830  -0.534090E+05   0.869041E+01   0.575115E-01  -0.589644E+01
  1831  -0.505219E+05   0.872386E+01   0.574458E-01  -0.581574E+01
  1832  -0.472034E+05   0.875781E+01   0.573800E-01  -0.573891E+01
  1833  -0.434793E+05   0.879219E+01   0.573142E-01  -0.566596E+01
  1834  -0.393794E+05   0.882709E+01   0.572482E-01  -0.559688E+01
  1835  -0.349364E+05   0.886237E+01   0.571821E-01  -0.553169E+01
  1836  -0.301861E+05   0.889804E+01   0.571160E-01  -0.547037E+01
  1837  -0.251669E+05   0.893411E+01   0.570497E-01  -0.541294E+01
  1838  -0.199198E+05   0.897053E+01   0.569833E-01  -0.535939E+01
  1839  -0.144876E+05   0.900729E+01   0.569168E-01  -0.530973E+01
  1840  -0.891499E+04   0.904435E+01   0.568503E-01  -0.526393E+01
  1841  -0.324783E+04   0.908171E+01   0.567836E-01  -0.522198E+01
  1842   0.246697E+04   0.911923E+01   0.567167E-01  -0.518388E+01
  1843   0.818197E+04   0.915709E+01   0.566498E-01  -0.514961E+01
  1844   0.138496E+05   0.919513E+01   0.565828E-01  -0.511917E+01
  1845   0.194224E+05   0.923329E+01   0.565157E-01  -0.509254E+01
  1846   0.248537E+05   0.927168E+01   0.564485E-01  -0.506971E+01
  1847   0.300978E+05   0.931021E+01   0.563811E-01  -0.505067E+01
  1848   0.351104E+05   0.934884E+01   0.563137E-01  -0.503539E+01
  1849   0.398489E+05   0.938756E+01   0.562461E-01  -0.502386E+01
  1850   0.442732E+05   0.942633E+01   0.561785E-01  -0.501605E+01
  1851   0.483453E+05   0.946514E+01   0.561108E-01  -0.501197E+01
  1852   0.520303E+05   0.950395E+01   0.560429E-01  -0.501159E+01
  1853   0.552962E+05   0.954283E+01   0.559750E-01  -0.501488E+01
  1854   0.581147E+05   0.958158E+01   0.559070E-01  -0.502182E+01
  1855   0.604610E+05   0.962036E+01   0.558389E-01  -0.503236E+01
  1856   0.623141E+05   0.965902E+01   0.557707E-01  -0.504647E+01
  1857   0.636573E+05   0.969766E+01   0.557025E-01  -0.506414E+01
  1858   0.644779E+05   0.973614E+01   0.556342E-01  -0.508531E+01
  1859   0.647678E+05   0.977447E+01   0.555658E-01  -0.510997E+01
  1860   0.645232E+05   0.981266E+01   0.554974E-01  -0.513807E+01
  1861   0.637446E+05   0.985072E+01   0.554289E-01  -0.516958E+01
  1862   0.624374E+05   0.988853E+01   0.553604E-01  -0.520445E+01
  1863   0.606110E+05   0.992615E+01   0.552919E-01  -0.524266E+01
  1864   0.582796E+05   0.996361E+01   0.552233E-01  -0.528417E+01
  1865   0.554614E+05   0.100007E+02   0.551547E-01  -0.532894E+01
  1866   0.521788E+05   0.100375E+02   0.550861E-01  -0.537694E+01
  1867   0.484583E+05   0.100741E+02   0.550175E-01  -0.542812E+01
  1868   0.443299E+05   0.101104E+02   0.549489E-01  -0.548243E+01
  1869   0.398275E+05   0.101463E+02   0.548802E-01  -0.553983E+01
  1870   0.349879E+05   0.101818E+02   0.548117E-01  -0.560027E+01
  1871   0.298509E+05   0.102170E+02   0.547431E-01  -0.566370E+01
  1872   0.244589E+05   0.102518E+02   0.546746E-01  -0.573007E+01
  1873   0.188566E+05   0.102863E+02   0.546061E-01  -0.579935E+01
  1874   0.130907E+05   0.103202E+02   0.545377E-01  -0.587148E+01
  1875   0.720913E+04   0.103537E+02   0.544693E-01  -0.594639E+01
  1876   0.126105E+04   0.103867E+02   0.544010E-01  -0.602405E+01
  1877  -0.470371E+04   0.104193E+02   0.543327E-01  -0.610439E+01
  1878  -0.106351E+05   0.104514E+02   0.542646E-01  -0.618737E+01
  1879  -0.164832E+05   0.104829E+02   0.541965E-01  -0.627292E+01
  1880  -0.221987E+05   0.105140E+02   0.541285E-01  -0.636101E+01
  1881  -0.277333E+05   0.105444E+02   0.540606E-01  -0.645157E+01
  1882  -0.330402E+05   0.105743E+02   0.539928E-01  -0.654454E+01
  1883  -0.380742E+05   0.106037E+02   0.539252E-01  -0.663988E+01
  1884  -0.427926E+05   0.106324E+02   0.538576E-01  -0.673752E+01
  1885  -0.471552E+05   0.106605E+02   0.537901E-01  -0.683744E+01
  1886  -0.511245E+05   0.106879E+02   0.537228E-01  -0.693954E+01
  1887  -0.546665E+05   0.107148E+02   0.536556E-01  -0.704381E+01
  1888  -0.577506E+05   0.107409E+02   0.535885E-01  -0.715015E+01
  1889  -0.603502E+05   0.107664E+02   0.535215E-01  -0.725851E+01
  1890  -0.624426E+05   0.107911E+02   0.534547E-01  -0.736882E+01
  1891  -0.640092E+05   0.108152E+02   0.533880E-01  -0.748102E+01
  1892  -0.650362E+05   0.108385E+02   0.533215E-01  -0.759504E+01
  1893  -0.655140E+05   0.108611E+02   0.532550E-01  -0.771081E+01
  1894  -0.654378E+05   0.108830E+02   0.531887E-01  -0.782829E+01
  1895  -0.648074E+05   0.109042E+02   0.531226E-01  -0.794738E+01
  1896  -0.636273E+05   0.109246E+02   0.530566E-01  -0.806805E+01
  1897  -0.619067E+05   0.109442E+02   0.529907E-01  -0.819023E+01
  1898  -0.596595E+05   0.109630E+02   0.529249E-01  -0.831386E+01
  1899  -0.569038E+05   0.109810E+02   0.528593E-01  -0.843889E+01
  1900  -0.536622E+05   0.109982E+02   0.527937E-01  -0.856525E+01
  1901  -0.499615E+05   0.110146E+02   0.527284E-01  -0.869289E+01
  1902  -0.458324E+05   0.110301E+02   0.526631E-01  -0.882174E+01
  1903  -0.413092E+05   0.110448E+02   0.525979E-01  -0.895169E+01
  1904  -0.364296E+05   0.110586E+02   0.525329E-01  -0.908279E+01
  1905  -0.312344E+05   0.110716E+02   0.524680E-01  -0.921480E+01
  1906  -0.257673E+05   0.110837E+02   0.524032E-01  -0.934775E+01
