#    L    TT             EE             BB             TE             PP             TP             EP          
   574   0.256359E+04   0.124961E+02   0.000000E+00   0.287253E+02   0.153569E-07   0.335499E-05  -0.351130E-06
   575   0.255373E+04   0.127365E+02   0.000000E+00   0.294444E+02   0.153146E-07   0.339980E-05  -0.366641E-06
   576   0.254371E+04   0.129806E+02   0.000000E+00   0.301343E+02   0.152725E-07   0.344519E-05  -0.382064E-06
   577   0.253356E+04   0.132285E+02   0.000000E+00   0.307945E+02   0.152306E-07   0.349114E-05  -0.397397E-06
   578   0.252326E+04   0.134800E+02   0.000000E+00   0.314245E+02   0.151888E-07   0.353767E-05  -0.412636E-06
   579   0.251283E+04   0.137352E+02   0.000000E+00   0.320241E+02   0.151472E-07   0.358475E-05  -0.427778E-06
   580   0.250228E+04   0.139938E+02   0.000000E+00   0.325929E+02   0.151057E-07   0.363237E-05  -0.442820E-06
   581   0.249161E+04   0.142558E+02   0.000000E+00   0.331304E+02   0.150644E-07   0.368055E-05  -0.457760E-06
   582   0.248084E+04   0.145211E+02   0.000000E+00   0.336361E+02   0.150233E-07   0.372925E-05  -0.472593E-06
   583   0.246997E+04   0.147895E+02   0.000000E+00   0.341098E+02   0.149824E-07   0.377848E-05  -0.487318E-06
   584   0.245901E+04   0.150612E+02   0.000000E+00   0.345511E+02   0.149416E-07   0.382823E-05  -0.501930E-06
   585   0.244797E+04   0.153357E+02   0.000000E+00   0.349595E+02   0.149010E-07   0.387850E-05  -0.516427E-06
   586   0.243684E+04   0.156132E+02   0.000000E+00   0.353348E+02   0.148606E-07   0.392927E-05  -0.530805E-06
   587   0.242565E+04   0.158936E+02   0.000000E+00   0.356768E+02   0.148203E-07   0.398053E-05  -0.545063E-06
   588   0.241441E+04   0.161766E+02   0.000000E+00   0.359851E+02   0.147802E-07   0.403229E-05  -0.559196E-06
   589   0.240310E+04   0.164622E+02   0.000000E+00   0.362595E+02   0.147403E-07   0.408453E-05  -0.573201E-06
   590   0.239176E+04   0.167504E+02   0.000000E+00   0.364998E+02   0.147006E-07   0.413724E-05  -0.587076E-06
   591   0.238038E+04   0.170409E+02   0.000000E+00   0.367057E+02   0.146610E-07   0.419042E-05  -0.600818E-06
   592   0.236897E+04   0.173337E+02   0.000000E+00   0.368768E+02   0.146216E-07   0.424407E-05  -0.614423E-06
   593   0.235754E+04   0.176287E+02   0.000000E+00   0.370131E+02   0.145823E-07   0.429816E-05  -0.627888E-06
   594   0.234610E+04   0.179257E+02   0.000000E+00   0.371145E+02   0.145432E-07   0.435270E-05  -0.641210E-06
   595   0.233465E+04   0.182247E+02   0.000000E+00   0.371806E+02   0.145043E-07   0.440768E-05  -0.654386E-06
   596   0.232321E+04   0.185255E+02   0.000000E+00   0.372115E+02   0.144656E-07   0.446309E-05  -0.667414E-06
   597   0.231178E+04   0.188281E+02   0.000000E+00   0.372068E+02   0.144270E-07   0.451892E-05  -0.680290E-06
   598   0.230037E+04   0.191322E+02   0.000000E+00   0.371666E+02   0.143886E-07   0.457517E-05  -0.693010E-06
   599   0.228898E+04   0.194379E+02   0.000000E+00   0.370905E+02   0.143504E-07   0.463183E-05  -0.705573E-06
   600   0.227763E+04   0.197449E+02   0.000000E+00   0.369787E+02   0.143123E-07   0.468889E-05  -0.717974E-06
   601   0.226633E+04   0.200531E+02   0.000000E+00   0.368310E+02   0.142744E-07   0.474634E-05  -0.730212E-06
   602   0.225506E+04   0.203625E+02   0.000000E+00   0.366476E+02   0.142366E-07   0.480417E-05  -0.742287E-06
   603   0.224385E+04   0.206729E+02   0.000000E+00   0.364285E+02   0.141991E-07   0.486237E-05  -0.754199E-06
   604   0.223269E+04   0.209842E+02   0.000000E+00   0.361738E+02   0.141616E-07   0.492092E-05  -0.765949E-06
   605   0.222158E+04   0.212963E+02   0.000000E+00   0.358836E+02   0.141244E-07   0.497980E-05  -0.777539E-06
   606   0.221054E+04   0.216090E+02   0.000000E+00   0.355580E+02   0.140873E-07   0.503901E-05  -0.788969E-06
   607   0.219956E+04   0.219223E+02   0.000000E+00   0.351970E+02   0.140504E-07   0.509853E-05  -0.800241E-06
   608   0.218865E+04   0.222360E+02   0.000000E+00   0.348008E+02   0.140136E-07   0.515834E-05  -0.811354E-06
   609   0.217782E+04   0.225500E+02   0.000000E+00   0.343698E+02   0.139770E-07   0.521844E-05  -0.822311E-06
   610   0.216704E+04   0.228641E+02   0.000000E+00   0.339039E+02   0.139406E-07   0.527880E-05  -0.833111E-06
   611   0.215636E+04   0.231781E+02   0.000000E+00   0.334033E+02   0.139043E-07   0.533941E-05  -0.843756E-06
   612   0.214575E+04   0.234921E+02   0.000000E+00   0.328681E+02   0.138681E-07   0.540027E-05  -0.854247E-06
   613   0.213523E+04   0.238059E+02   0.000000E+00   0.322986E+02   0.138321E-07   0.546135E-05  -0.864584E-06
   614   0.212480E+04   0.241192E+02   0.000000E+00   0.316951E+02   0.137963E-07   0.552264E-05  -0.874769E-06
   615   0.211445E+04   0.244321E+02   0.000000E+00   0.310578E+02   0.137606E-07   0.558412E-05  -0.884802E-06
   616   0.210421E+04   0.247444E+02   0.000000E+00   0.303873E+02   0.137251E-07   0.564579E-05  -0.894684E-06
   617   0.209406E+04   0.250560E+02   0.000000E+00   0.296837E+02   0.136897E-07   0.570763E-05  -0.904417E-06
   618   0.208402E+04   0.253668E+02   0.000000E+00   0.289475E+02   0.136545E-07   0.576962E-05  -0.914000E-06
   619   0.207409E+04   0.256766E+02   0.000000E+00   0.281790E+02   0.136194E-07   0.583175E-05  -0.923436E-06
   620   0.206426E+04   0.259855E+02   0.000000E+00   0.273785E+02   0.135844E-07   0.589401E-05  -0.932724E-06
   621   0.205455E+04   0.262932E+02   0.000000E+00   0.265464E+02   0.135496E-07   0.595638E-05  -0.941866E-06
   622   0.204496E+04   0.265995E+02   0.000000E+00   0.256831E+02   0.135150E-07   0.601885E-05  -0.950863E-06
   623   0.203548E+04   0.269045E+02   0.000000E+00   0.247890E+02   0.134805E-07   0.608140E-05  -0.959715E-06
   624   0.202613E+04   0.272080E+02   0.000000E+00   0.238644E+02   0.134461E-07   0.614402E-05  -0.968424E-06
   625   0.201690E+04   0.275098E+02   0.000000E+00   0.229096E+02   0.134119E-07   0.620670E-05  -0.976990E-06
   626   0.200780E+04   0.278097E+02   0.000000E+00   0.219251E+02   0.133778E-07   0.626942E-05  -0.985414E-06
   627   0.199883E+04   0.281077E+02   0.000000E+00   0.209112E+02   0.133438E-07   0.633216E-05  -0.993697E-06
   628   0.199000E+04   0.284036E+02   0.000000E+00   0.198683E+02   0.133100E-07   0.639493E-05  -0.100184E-05
   629   0.198130E+04   0.286974E+02   0.000000E+00   0.187971E+02   0.132763E-07   0.645768E-05  -0.100984E-05
   630   0.197274E+04   0.289889E+02   0.000000E+00   0.176980E+02   0.132427E-07   0.652043E-05  -0.101771E-05
   631   0.196432E+04   0.292779E+02   0.000000E+00   0.165714E+02   0.132093E-07   0.658315E-05  -0.102544E-05
   632   0.195604E+04   0.295645E+02   0.000000E+00   0.154179E+02   0.131760E-07   0.664582E-05  -0.103303E-05
   633   0.194791E+04   0.298484E+02   0.000000E+00   0.142379E+02   0.131429E-07   0.670844E-05  -0.104049E-05
   634   0.193993E+04   0.301295E+02   0.000000E+00   0.130320E+02   0.131098E-07   0.677099E-05  -0.104781E-05
   635   0.193209E+04   0.304077E+02   0.000000E+00   0.118008E+02   0.130769E-07   0.683345E-05  -0.105500E-05
   636   0.192441E+04   0.306829E+02   0.000000E+00   0.105448E+02   0.130441E-07   0.689581E-05  -0.106206E-05
   637   0.191689E+04   0.309551E+02   0.000000E+00   0.926452E+01   0.130115E-07   0.695806E-05  -0.106898E-05
   638   0.190953E+04   0.312240E+02   0.000000E+00   0.796067E+01   0.129790E-07   0.702018E-05  -0.107577E-05
   639   0.190232E+04   0.314896E+02   0.000000E+00   0.663376E+01   0.129466E-07   0.708217E-05  -0.108243E-05
   640   0.189527E+04   0.317517E+02   0.000000E+00   0.528439E+01   0.129143E-07   0.714399E-05  -0.108897E-05
   641   0.188839E+04   0.320104E+02   0.000000E+00   0.391315E+01   0.128821E-07   0.720565E-05  -0.109537E-05
   642   0.188166E+04   0.322653E+02   0.000000E+00   0.252069E+01   0.128501E-07   0.726712E-05  -0.110165E-05
   643   0.187511E+04   0.325165E+02   0.000000E+00   0.110767E+01   0.128181E-07   0.732840E-05  -0.110780E-05
   644   0.186872E+04   0.327639E+02   0.000000E+00  -0.325218E+00   0.127863E-07   0.738946E-05  -0.111383E-05
   645   0.186250E+04   0.330072E+02   0.000000E+00  -0.177732E+01   0.127547E-07   0.745030E-05  -0.111973E-05
   646   0.185646E+04   0.332463E+02   0.000000E+00  -0.324797E+01   0.127231E-07   0.751090E-05  -0.112551E-05
   647   0.185058E+04   0.334813E+02   0.000000E+00  -0.473643E+01   0.126916E-07   0.757124E-05  -0.113116E-05
   648   0.184487E+04   0.337119E+02   0.000000E+00  -0.624216E+01   0.126603E-07   0.763132E-05  -0.113669E-05
   649   0.183934E+04   0.339380E+02   0.000000E+00  -0.776427E+01   0.126290E-07   0.769111E-05  -0.114210E-05
   650   0.183398E+04   0.341597E+02   0.000000E+00  -0.930215E+01   0.125979E-07   0.775061E-05  -0.114739E-05
   651   0.182880E+04   0.343768E+02   0.000000E+00  -0.108550E+02   0.125669E-07   0.780980E-05  -0.115256E-05
   652   0.182379E+04   0.345894E+02   0.000000E+00  -0.124223E+02   0.125360E-07   0.786868E-05  -0.115761E-05
   653   0.181897E+04   0.347972E+02   0.000000E+00  -0.140036E+02   0.125052E-07   0.792724E-05  -0.116254E-05
   654   0.181433E+04   0.350003E+02   0.000000E+00  -0.155983E+02   0.124745E-07   0.798548E-05  -0.116735E-05
   655   0.180988E+04   0.351985E+02   0.000000E+00  -0.172058E+02   0.124439E-07   0.804340E-05  -0.117204E-05
   656   0.180561E+04   0.353919E+02   0.000000E+00  -0.188255E+02   0.124134E-07   0.810099E-05  -0.117660E-05
   657   0.180153E+04   0.355802E+02   0.000000E+00  -0.204570E+02   0.123831E-07   0.815825E-05  -0.118104E-05
   658   0.179765E+04   0.357636E+02   0.000000E+00  -0.220995E+02   0.123528E-07   0.821519E-05  -0.118535E-05
   659   0.179395E+04   0.359417E+02   0.000000E+00  -0.237526E+02   0.123226E-07   0.827178E-05  -0.118954E-05
   660   0.179046E+04   0.361147E+02   0.000000E+00  -0.254156E+02   0.122926E-07   0.832804E-05  -0.119360E-05
   661   0.178715E+04   0.362823E+02   0.000000E+00  -0.270879E+02   0.122626E-07   0.838396E-05  -0.119753E-05
   662   0.178405E+04   0.364444E+02   0.000000E+00  -0.287690E+02   0.122328E-07   0.843953E-05  -0.120134E-05
   663   0.178114E+04   0.366012E+02   0.000000E+00  -0.304582E+02   0.122031E-07   0.849475E-05  -0.120501E-05
   664   0.177843E+04   0.367524E+02   0.000000E+00  -0.321548E+02   0.121735E-07   0.854963E-05  -0.120856E-05
   665   0.177593E+04   0.368980E+02   0.000000E+00  -0.338584E+02   0.121439E-07   0.860415E-05  -0.121198E-05
   666   0.177362E+04   0.370379E+02   0.000000E+00  -0.355682E+02   0.121145E-07   0.865831E-05  -0.121526E-05
   667   0.177152E+04   0.371723E+02   0.000000E+00  -0.372837E+02   0.120852E-07   0.871211E-05  -0.121841E-05
   668   0.176963E+04   0.373008E+02   0.000000E+00  -0.390042E+02   0.120560E-07   0.876555E-05  -0.122143E-05
   669   0.176793E+04   0.374234E+02   0.000000E+00  -0.407291E+02   0.120269E-07   0.881862E-05  -0.122432E-05
   670   0.176645E+04   0.375403E+02   0.000000E+00  -0.424578E+02   0.119979E-07   0.887133E-05  -0.122707E-05
   671   0.176517E+04   0.376513E+02   0.000000E+00  -0.441897E+02   0.119690E-07   0.892366E-05  -0.122968E-05
   672   0.176409E+04   0.377563E+02   0.000000E+00  -0.459242E+02   0.119402E-07   0.897561E-05  -0.123216E-05
   673   0.176322E+04   0.378553E+02   0.000000E+00  -0.476605E+02   0.119115E-07   0.902718E-05  -0.123451E-05
   674   0.176256E+04   0.379483E+02   0.000000E+00  -0.493981E+02   0.118829E-07   0.907838E-05  -0.123671E-05
   675   0.176211E+04   0.380353E+02   0.000000E+00  -0.511364E+02   0.118544E-07   0.912919E-05  -0.123878E-05
   676   0.176187E+04   0.381161E+02   0.000000E+00  -0.528747E+02   0.118260E-07   0.917961E-05  -0.124071E-05
   677   0.176184E+04   0.381908E+02   0.000000E+00  -0.546124E+02   0.117977E-07   0.922963E-05  -0.124249E-05
   678   0.176200E+04   0.382594E+02   0.000000E+00  -0.563488E+02   0.117696E-07   0.927927E-05  -0.124414E-05
   679   0.176238E+04   0.383216E+02   0.000000E+00  -0.580831E+02   0.117415E-07   0.932850E-05  -0.124564E-05
   680   0.176297E+04   0.383776E+02   0.000000E+00  -0.598148E+02   0.117135E-07   0.937734E-05  -0.124700E-05
   681   0.176375E+04   0.384273E+02   0.000000E+00  -0.615430E+02   0.116856E-07   0.942577E-05  -0.124822E-05
   682   0.176474E+04   0.384706E+02   0.000000E+00  -0.632673E+02   0.116578E-07   0.947379E-05  -0.124930E-05
   683   0.176594E+04   0.385075E+02   0.000000E+00  -0.649867E+02   0.116301E-07   0.952140E-05  -0.125023E-05
   684   0.176735E+04   0.385379E+02   0.000000E+00  -0.667010E+02   0.116025E-07   0.956860E-05  -0.125101E-05
   685   0.176895E+04   0.385621E+02   0.000000E+00  -0.684093E+02   0.115751E-07   0.961539E-05  -0.125165E-05
   686   0.177076E+04   0.385799E+02   0.000000E+00  -0.701109E+02   0.115477E-07   0.966175E-05  -0.125214E-05
   687   0.177277E+04   0.385914E+02   0.000000E+00  -0.718058E+02   0.115204E-07   0.970769E-05  -0.125248E-05
   688   0.177498E+04   0.385966E+02   0.000000E+00  -0.734936E+02   0.114932E-07   0.975321E-05  -0.125267E-05
   689   0.177739E+04   0.385955E+02   0.000000E+00  -0.751728E+02   0.114661E-07   0.979829E-05  -0.125271E-05
   690   0.178000E+04   0.385882E+02   0.000000E+00  -0.768429E+02   0.114391E-07   0.984294E-05  -0.125261E-05
   691   0.178281E+04   0.385746E+02   0.000000E+00  -0.785039E+02   0.114122E-07   0.988716E-05  -0.125235E-05
   692   0.178582E+04   0.385548E+02   0.000000E+00  -0.801553E+02   0.113854E-07   0.993094E-05  -0.125194E-05
   693   0.178902E+04   0.385287E+02   0.000000E+00  -0.817964E+02   0.113587E-07   0.997428E-05  -0.125137E-05
   694   0.179242E+04   0.384965E+02   0.000000E+00  -0.834259E+02   0.113321E-07   0.100172E-04  -0.125065E-05
   695   0.179601E+04   0.384580E+02   0.000000E+00  -0.850439E+02   0.113055E-07   0.100596E-04  -0.124978E-05
   696   0.179978E+04   0.384133E+02   0.000000E+00  -0.866490E+02   0.112791E-07   0.101016E-04  -0.124875E-05
   697   0.180375E+04   0.383624E+02   0.000000E+00  -0.882414E+02   0.112528E-07   0.101432E-04  -0.124757E-05
   698   0.180789E+04   0.383053E+02   0.000000E+00  -0.898196E+02   0.112266E-07   0.101842E-04  -0.124623E-05
   699   0.181223E+04   0.382420E+02   0.000000E+00  -0.913840E+02   0.112004E-07   0.102249E-04  -0.124473E-05
   700   0.181674E+04   0.381726E+02   0.000000E+00  -0.929337E+02   0.111744E-07   0.102650E-04  -0.124307E-05
   701   0.182144E+04   0.380972E+02   0.000000E+00  -0.944682E+02   0.111484E-07   0.103047E-04  -0.124126E-05
   702   0.182630E+04   0.380156E+02   0.000000E+00  -0.959866E+02   0.111226E-07   0.103439E-04  -0.123928E-05
   703   0.183134E+04   0.379281E+02   0.000000E+00  -0.974888E+02   0.110968E-07   0.103827E-04  -0.123715E-05
   704   0.183656E+04   0.378346E+02   0.000000E+00  -0.989724E+02   0.110711E-07   0.104209E-04  -0.123487E-05
   705   0.184193E+04   0.377352E+02   0.000000E+00  -0.100438E+03   0.110455E-07   0.104587E-04  -0.123243E-05
   706   0.184747E+04   0.376300E+02   0.000000E+00  -0.101884E+03   0.110200E-07   0.104959E-04  -0.122985E-05
   707   0.185317E+04   0.375190E+02   0.000000E+00  -0.103311E+03   0.109946E-07   0.105327E-04  -0.122711E-05
   708   0.185902E+04   0.374021E+02   0.000000E+00  -0.104717E+03   0.109693E-07   0.105689E-04  -0.122422E-05
   709   0.186504E+04   0.372797E+02   0.000000E+00  -0.106102E+03   0.109441E-07   0.106046E-04  -0.122119E-05
   710   0.187119E+04   0.371517E+02   0.000000E+00  -0.107465E+03   0.109190E-07   0.106398E-04  -0.121802E-05
   711   0.187749E+04   0.370180E+02   0.000000E+00  -0.108805E+03   0.108939E-07   0.106744E-04  -0.121470E-05
   712   0.188394E+04   0.368789E+02   0.000000E+00  -0.110122E+03   0.108690E-07   0.107085E-04  -0.121124E-05
   713   0.189052E+04   0.367343E+02   0.000000E+00  -0.111414E+03   0.108441E-07   0.107420E-04  -0.120764E-05
   714   0.189723E+04   0.365843E+02   0.000000E+00  -0.112681E+03   0.108193E-07   0.107750E-04  -0.120390E-05
   715   0.190407E+04   0.364290E+02   0.000000E+00  -0.113923E+03   0.107946E-07   0.108074E-04  -0.120003E-05
   716   0.191104E+04   0.362683E+02   0.000000E+00  -0.115139E+03   0.107700E-07   0.108392E-04  -0.119602E-05
   717   0.191812E+04   0.361023E+02   0.000000E+00  -0.116327E+03   0.107454E-07   0.108705E-04  -0.119188E-05
   718   0.192532E+04   0.359312E+02   0.000000E+00  -0.117488E+03   0.107210E-07   0.109012E-04  -0.118761E-05
   719   0.193263E+04   0.357550E+02   0.000000E+00  -0.118620E+03   0.106966E-07   0.109312E-04  -0.118321E-05
   720   0.194005E+04   0.355737E+02   0.000000E+00  -0.119724E+03   0.106723E-07   0.109607E-04  -0.117868E-05
   721   0.194757E+04   0.353876E+02   0.000000E+00  -0.120798E+03   0.106481E-07   0.109896E-04  -0.117402E-05
   722   0.195520E+04   0.351967E+02   0.000000E+00  -0.121842E+03   0.106239E-07   0.110178E-04  -0.116924E-05
   723   0.196292E+04   0.350012E+02   0.000000E+00  -0.122857E+03   0.105999E-07   0.110454E-04  -0.116434E-05
   724   0.197074E+04   0.348012E+02   0.000000E+00  -0.123840E+03   0.105759E-07   0.110724E-04  -0.115932E-05
   725   0.197864E+04   0.345967E+02   0.000000E+00  -0.124792E+03   0.105520E-07   0.110988E-04  -0.115417E-05
   726   0.198664E+04   0.343878E+02   0.000000E+00  -0.125713E+03   0.105282E-07   0.111245E-04  -0.114891E-05
   727   0.199471E+04   0.341746E+02   0.000000E+00  -0.126602E+03   0.105044E-07   0.111495E-04  -0.114353E-05
   728   0.200287E+04   0.339573E+02   0.000000E+00  -0.127458E+03   0.104807E-07   0.111739E-04  -0.113804E-05
   729   0.201109E+04   0.337359E+02   0.000000E+00  -0.128280E+03   0.104571E-07   0.111976E-04  -0.113243E-05
   730   0.201939E+04   0.335105E+02   0.000000E+00  -0.129069E+03   0.104336E-07   0.112207E-04  -0.112671E-05
   731   0.202775E+04   0.332811E+02   0.000000E+00  -0.129824E+03   0.104102E-07   0.112430E-04  -0.112089E-05
   732   0.203616E+04   0.330480E+02   0.000000E+00  -0.130543E+03   0.103868E-07   0.112647E-04  -0.111495E-05
   733   0.204463E+04   0.328111E+02   0.000000E+00  -0.131228E+03   0.103635E-07   0.112857E-04  -0.110891E-05
   734   0.205316E+04   0.325706E+02   0.000000E+00  -0.131876E+03   0.103403E-07   0.113060E-04  -0.110276E-05
   735   0.206171E+04   0.323266E+02   0.000000E+00  -0.132488E+03   0.103171E-07   0.113256E-04  -0.109651E-05
   736   0.207032E+04   0.320793E+02   0.000000E+00  -0.133064E+03   0.102940E-07   0.113444E-04  -0.109016E-05
   737   0.207896E+04   0.318287E+02   0.000000E+00  -0.133603E+03   0.102710E-07   0.113626E-04  -0.108371E-05
   738   0.208762E+04   0.315750E+02   0.000000E+00  -0.134105E+03   0.102480E-07   0.113800E-04  -0.107716E-05
   739   0.209632E+04   0.313181E+02   0.000000E+00  -0.134570E+03   0.102251E-07   0.113966E-04  -0.107051E-05
   740   0.210503E+04   0.310584E+02   0.000000E+00  -0.134995E+03   0.102023E-07   0.114126E-04  -0.106377E-05
   741   0.211375E+04   0.307960E+02   0.000000E+00  -0.135383E+03   0.101796E-07   0.114277E-04  -0.105694E-05
   742   0.212248E+04   0.305309E+02   0.000000E+00  -0.135732E+03   0.101569E-07   0.114421E-04  -0.105001E-05
   743   0.213123E+04   0.302632E+02   0.000000E+00  -0.136043E+03   0.101343E-07   0.114558E-04  -0.104300E-05
   744   0.213996E+04   0.299932E+02   0.000000E+00  -0.136314E+03   0.101117E-07   0.114686E-04  -0.103589E-05
   745   0.214869E+04   0.297210E+02   0.000000E+00  -0.136546E+03   0.100892E-07   0.114807E-04  -0.102870E-05
   746   0.215740E+04   0.294465E+02   0.000000E+00  -0.136739E+03   0.100668E-07   0.114920E-04  -0.102143E-05
   747   0.216610E+04   0.291701E+02   0.000000E+00  -0.136891E+03   0.100444E-07   0.115025E-04  -0.101407E-05
   748   0.217477E+04   0.288918E+02   0.000000E+00  -0.137004E+03   0.100221E-07   0.115122E-04  -0.100663E-05
   749   0.218343E+04   0.286117E+02   0.000000E+00  -0.137076E+03   0.999990E-08   0.115211E-04  -0.999108E-06
   750   0.219205E+04   0.283299E+02   0.000000E+00  -0.137109E+03   0.997772E-08   0.115292E-04  -0.991509E-06
   751   0.220063E+04   0.280466E+02   0.000000E+00  -0.137101E+03   0.995560E-08   0.115365E-04  -0.983834E-06
   752   0.220916E+04   0.277619E+02   0.000000E+00  -0.137051E+03   0.993354E-08   0.115429E-04  -0.976082E-06
   753   0.221766E+04   0.274758E+02   0.000000E+00  -0.136963E+03   0.991154E-08   0.115485E-04  -0.968257E-06
   754   0.222611E+04   0.271885E+02   0.000000E+00  -0.136834E+03   0.988960E-08   0.115533E-04  -0.960358E-06
   755   0.223452E+04   0.269003E+02   0.000000E+00  -0.136665E+03   0.986773E-08   0.115574E-04  -0.952388E-06
   756   0.224286E+04   0.266112E+02   0.000000E+00  -0.136456E+03   0.984591E-08   0.115606E-04  -0.944347E-06
   757   0.225117E+04   0.263214E+02   0.000000E+00  -0.136207E+03   0.982415E-08   0.115631E-04  -0.936236E-06
   758   0.225942E+04   0.260310E+02   0.000000E+00  -0.135920E+03   0.980246E-08   0.115647E-04  -0.928057E-06
   759   0.226761E+04   0.257402E+02   0.000000E+00  -0.135593E+03   0.978083E-08   0.115657E-04  -0.919811E-06
   760   0.227575E+04   0.254490E+02   0.000000E+00  -0.135228E+03   0.975925E-08   0.115658E-04  -0.911499E-06
   761   0.228382E+04   0.251578E+02   0.000000E+00  -0.134823E+03   0.973774E-08   0.115652E-04  -0.903123E-06
   762   0.229183E+04   0.248664E+02   0.000000E+00  -0.134380E+03   0.971629E-08   0.115639E-04  -0.894683E-06
   763   0.229977E+04   0.245752E+02   0.000000E+00  -0.133899E+03   0.969490E-08   0.115618E-04  -0.886181E-06
   764   0.230764E+04   0.242841E+02   0.000000E+00  -0.133379E+03   0.967357E-08   0.115589E-04  -0.877618E-06
   765   0.231542E+04   0.239933E+02   0.000000E+00  -0.132821E+03   0.965230E-08   0.115554E-04  -0.868995E-06
   766   0.232313E+04   0.237030E+02   0.000000E+00  -0.132225E+03   0.963109E-08   0.115511E-04  -0.860313E-06
   767   0.233074E+04   0.234132E+02   0.000000E+00  -0.131590E+03   0.960995E-08   0.115461E-04  -0.851574E-06
   768   0.233828E+04   0.231241E+02   0.000000E+00  -0.130917E+03   0.958887E-08   0.115404E-04  -0.842779E-06
   769   0.234570E+04   0.228358E+02   0.000000E+00  -0.130207E+03   0.956784E-08   0.115340E-04  -0.833929E-06
   770   0.235304E+04   0.225486E+02   0.000000E+00  -0.129460E+03   0.954688E-08   0.115270E-04  -0.825025E-06
   771   0.236028E+04   0.222625E+02   0.000000E+00  -0.128677E+03   0.952599E-08   0.115192E-04  -0.816069E-06
   772   0.236741E+04   0.219777E+02   0.000000E+00  -0.127857E+03   0.950515E-08   0.115107E-04  -0.807061E-06
   773   0.237443E+04   0.216943E+02   0.000000E+00  -0.127003E+03   0.948438E-08   0.115016E-04  -0.798003E-06
   774   0.238134E+04   0.214125E+02   0.000000E+00  -0.126113E+03   0.946367E-08   0.114918E-04  -0.788897E-06
   775   0.238814E+04   0.211323E+02   0.000000E+00  -0.125189E+03   0.944302E-08   0.114814E-04  -0.779742E-06
   776   0.239483E+04   0.208541E+02   0.000000E+00  -0.124231E+03   0.942243E-08   0.114703E-04  -0.770541E-06
   777   0.240141E+04   0.205777E+02   0.000000E+00  -0.123239E+03   0.940190E-08   0.114586E-04  -0.761295E-06
   778   0.240788E+04   0.203035E+02   0.000000E+00  -0.122215E+03   0.938144E-08   0.114462E-04  -0.752004E-06
   779   0.241424E+04   0.200314E+02   0.000000E+00  -0.121158E+03   0.936104E-08   0.114332E-04  -0.742671E-06
   780   0.242048E+04   0.197617E+02   0.000000E+00  -0.120070E+03   0.934071E-08   0.114196E-04  -0.733296E-06
   781   0.242661E+04   0.194943E+02   0.000000E+00  -0.118950E+03   0.932043E-08   0.114054E-04  -0.723881E-06
   782   0.243262E+04   0.192295E+02   0.000000E+00  -0.117800E+03   0.930022E-08   0.113905E-04  -0.714426E-06
   783   0.243852E+04   0.189674E+02   0.000000E+00  -0.116618E+03   0.928007E-08   0.113751E-04  -0.704933E-06
   784   0.244429E+04   0.187080E+02   0.000000E+00  -0.115407E+03   0.925998E-08   0.113590E-04  -0.695404E-06
   785   0.244993E+04   0.184514E+02   0.000000E+00  -0.114165E+03   0.923996E-08   0.113424E-04  -0.685838E-06
   786   0.245543E+04   0.181978E+02   0.000000E+00  -0.112893E+03   0.922000E-08   0.113252E-04  -0.676239E-06
   787   0.246079E+04   0.179473E+02   0.000000E+00  -0.111592E+03   0.920010E-08   0.113074E-04  -0.666606E-06
   788   0.246602E+04   0.176999E+02   0.000000E+00  -0.110261E+03   0.918027E-08   0.112890E-04  -0.656941E-06
   789   0.247110E+04   0.174559E+02   0.000000E+00  -0.108902E+03   0.916050E-08   0.112701E-04  -0.647245E-06
   790   0.247604E+04   0.172153E+02   0.000000E+00  -0.107514E+03   0.914079E-08   0.112506E-04  -0.637519E-06
   791   0.248082E+04   0.169783E+02   0.000000E+00  -0.106100E+03   0.912115E-08   0.112306E-04  -0.627766E-06
   792   0.248547E+04   0.167452E+02   0.000000E+00  -0.104661E+03   0.910157E-08   0.112101E-04  -0.617985E-06
   793   0.248996E+04   0.165159E+02   0.000000E+00  -0.103196E+03   0.908205E-08   0.111890E-04  -0.608178E-06
   794   0.249431E+04   0.162907E+02   0.000000E+00  -0.101708E+03   0.906260E-08   0.111674E-04  -0.598346E-06
   795   0.249850E+04   0.160697E+02   0.000000E+00  -0.100197E+03   0.904322E-08   0.111452E-04  -0.588491E-06
   796   0.250254E+04   0.158530E+02   0.000000E+00  -0.986636E+02   0.902389E-08   0.111226E-04  -0.578613E-06
   797   0.250644E+04   0.156405E+02   0.000000E+00  -0.971084E+02   0.900463E-08   0.110995E-04  -0.568714E-06
   798   0.251018E+04   0.154325E+02   0.000000E+00  -0.955319E+02   0.898544E-08   0.110758E-04  -0.558796E-06
   799   0.251378E+04   0.152289E+02   0.000000E+00  -0.939347E+02   0.896630E-08   0.110517E-04  -0.548858E-06
   800   0.251724E+04   0.150298E+02   0.000000E+00  -0.923163E+02   0.894724E-08   0.110270E-04  -0.538903E-06
   801   0.252054E+04   0.148352E+02   0.000000E+00  -0.906788E+02   0.892823E-08   0.110019E-04  -0.528932E-06
   802   0.252369E+04   0.146452E+02   0.000000E+00  -0.890217E+02   0.890930E-08   0.109764E-04  -0.518945E-06
   803   0.252669E+04   0.144600E+02   0.000000E+00  -0.873455E+02   0.889042E-08   0.109503E-04  -0.508943E-06
