#    L    TT             EE             BB             TE             PP             TP             EP          
  1778   0.390086E+03   0.662984E+01   0.000000E+00  -0.142747E+02   0.169164E-08   0.247717E-05  -0.706972E-07
  1779   0.389223E+03   0.661045E+01   0.000000E+00  -0.139376E+02   0.168915E-08   0.247866E-05  -0.737744E-07
  1780   0.388342E+03   0.659310E+01   0.000000E+00  -0.136026E+02   0.168666E-08   0.247948E-05  -0.767953E-07
  1781   0.387439E+03   0.657778E+01   0.000000E+00  -0.132696E+02   0.168417E-08   0.247956E-05  -0.797556E-07
  1782   0.386517E+03   0.656449E+01   0.000000E+00  -0.129390E+02   0.168169E-08   0.247884E-05  -0.826507E-07
  1783   0.385575E+03   0.655321E+01   0.000000E+00  -0.126105E+02   0.167921E-08   0.247728E-05  -0.854762E-07
  1784   0.384614E+03   0.654392E+01   0.000000E+00  -0.122846E+02   0.167673E-08   0.247481E-05  -0.882278E-07
  1785   0.383634E+03   0.653662E+01   0.000000E+00  -0.119613E+02   0.167426E-08   0.247138E-05  -0.909009E-07
  1786   0.382635E+03   0.653129E+01   0.000000E+00  -0.116406E+02   0.167180E-08   0.246692E-05  -0.934911E-07
  1787   0.381617E+03   0.652792E+01   0.000000E+00  -0.113228E+02   0.166933E-08   0.246138E-05  -0.959940E-07
  1788   0.380581E+03   0.652649E+01   0.000000E+00  -0.110078E+02   0.166687E-08   0.245470E-05  -0.984052E-07
  1789   0.379526E+03   0.652698E+01   0.000000E+00  -0.106960E+02   0.166442E-08   0.244683E-05  -0.100720E-06
  1790   0.378455E+03   0.652939E+01   0.000000E+00  -0.103873E+02   0.166196E-08   0.243770E-05  -0.102934E-06
  1791   0.377364E+03   0.653369E+01   0.000000E+00  -0.100818E+02   0.165951E-08   0.242727E-05  -0.105044E-06
  1792   0.376257E+03   0.653986E+01   0.000000E+00  -0.977969E+01   0.165707E-08   0.241546E-05  -0.107044E-06
  1793   0.375133E+03   0.654789E+01   0.000000E+00  -0.948109E+01   0.165463E-08   0.240223E-05  -0.108929E-06
  1794   0.373990E+03   0.655775E+01   0.000000E+00  -0.918608E+01   0.165219E-08   0.238752E-05  -0.110697E-06
  1795   0.372832E+03   0.656943E+01   0.000000E+00  -0.889473E+01   0.164976E-08   0.237126E-05  -0.112341E-06
  1796   0.371657E+03   0.658290E+01   0.000000E+00  -0.860710E+01   0.164732E-08   0.235341E-05  -0.113859E-06
  1797   0.370465E+03   0.659815E+01   0.000000E+00  -0.832343E+01   0.164490E-08   0.233390E-05  -0.115245E-06
  1798   0.369258E+03   0.661514E+01   0.000000E+00  -0.804378E+01   0.164247E-08   0.231268E-05  -0.116494E-06
  1799   0.368036E+03   0.663388E+01   0.000000E+00  -0.776809E+01   0.164005E-08   0.228968E-05  -0.117603E-06
  1800   0.366798E+03   0.665431E+01   0.000000E+00  -0.749664E+01   0.163764E-08   0.226486E-05  -0.118567E-06
  1801   0.365546E+03   0.667643E+01   0.000000E+00  -0.722944E+01   0.163523E-08   0.223817E-05  -0.119384E-06
  1802   0.364279E+03   0.670021E+01   0.000000E+00  -0.696658E+01   0.163282E-08   0.220972E-05  -0.120057E-06
  1803   0.362999E+03   0.672563E+01   0.000000E+00  -0.670817E+01   0.163041E-08   0.217962E-05  -0.120592E-06
  1804   0.361705E+03   0.675266E+01   0.000000E+00  -0.645428E+01   0.162801E-08   0.214800E-05  -0.120996E-06
  1805   0.360398E+03   0.678128E+01   0.000000E+00  -0.620497E+01   0.162561E-08   0.211495E-05  -0.121275E-06
  1806   0.359079E+03   0.681145E+01   0.000000E+00  -0.596034E+01   0.162322E-08   0.208062E-05  -0.121435E-06
  1807   0.357748E+03   0.684315E+01   0.000000E+00  -0.572043E+01   0.162083E-08   0.204512E-05  -0.121481E-06
  1808   0.356405E+03   0.687636E+01   0.000000E+00  -0.548534E+01   0.161844E-08   0.200856E-05  -0.121420E-06
  1809   0.355050E+03   0.691104E+01   0.000000E+00  -0.525513E+01   0.161606E-08   0.197107E-05  -0.121258E-06
  1810   0.353684E+03   0.694717E+01   0.000000E+00  -0.502988E+01   0.161368E-08   0.193276E-05  -0.121000E-06
  1811   0.352307E+03   0.698472E+01   0.000000E+00  -0.480965E+01   0.161130E-08   0.189375E-05  -0.120654E-06
  1812   0.350920E+03   0.702365E+01   0.000000E+00  -0.459447E+01   0.160892E-08   0.185416E-05  -0.120224E-06
  1813   0.349523E+03   0.706395E+01   0.000000E+00  -0.438443E+01   0.160656E-08   0.181412E-05  -0.119717E-06
  1814   0.348116E+03   0.710558E+01   0.000000E+00  -0.417958E+01   0.160419E-08   0.177373E-05  -0.119139E-06
  1815   0.346701E+03   0.714851E+01   0.000000E+00  -0.397997E+01   0.160183E-08   0.173313E-05  -0.118496E-06
  1816   0.345278E+03   0.719271E+01   0.000000E+00  -0.378565E+01   0.159947E-08   0.169242E-05  -0.117793E-06
  1817   0.343846E+03   0.723815E+01   0.000000E+00  -0.359669E+01   0.159711E-08   0.165173E-05  -0.117038E-06
  1818   0.342407E+03   0.728480E+01   0.000000E+00  -0.341312E+01   0.159476E-08   0.161117E-05  -0.116235E-06
  1819   0.340961E+03   0.733262E+01   0.000000E+00  -0.323499E+01   0.159241E-08   0.157087E-05  -0.115392E-06
  1820   0.339508E+03   0.738159E+01   0.000000E+00  -0.306234E+01   0.159006E-08   0.153094E-05  -0.114514E-06
  1821   0.338049E+03   0.743164E+01   0.000000E+00  -0.289522E+01   0.158772E-08   0.149150E-05  -0.113606E-06
  1822   0.336585E+03   0.748282E+01   0.000000E+00  -0.273366E+01   0.158538E-08   0.145268E-05  -0.112676E-06
  1823   0.335114E+03   0.753504E+01   0.000000E+00  -0.257771E+01   0.158304E-08   0.141459E-05  -0.111729E-06
  1824   0.333638E+03   0.758823E+01   0.000000E+00  -0.242742E+01   0.158071E-08   0.137734E-05  -0.110770E-06
  1825   0.332159E+03   0.764239E+01   0.000000E+00  -0.228278E+01   0.157838E-08   0.134106E-05  -0.109807E-06
  1826   0.330675E+03   0.769758E+01   0.000000E+00  -0.214385E+01   0.157606E-08   0.130587E-05  -0.108845E-06
  1827   0.329187E+03   0.775359E+01   0.000000E+00  -0.201063E+01   0.157373E-08   0.127189E-05  -0.107891E-06
  1828   0.327696E+03   0.781049E+01   0.000000E+00  -0.188313E+01   0.157141E-08   0.123923E-05  -0.106949E-06
  1829   0.326203E+03   0.786829E+01   0.000000E+00  -0.176139E+01   0.156910E-08   0.120802E-05  -0.106027E-06
  1830   0.324707E+03   0.792690E+01   0.000000E+00  -0.164543E+01   0.156678E-08   0.117837E-05  -0.105130E-06
  1831   0.323210E+03   0.798625E+01   0.000000E+00  -0.153525E+01   0.156447E-08   0.115040E-05  -0.104264E-06
  1832   0.321712E+03   0.804635E+01   0.000000E+00  -0.143088E+01   0.156217E-08   0.112423E-05  -0.103435E-06
  1833   0.320214E+03   0.810712E+01   0.000000E+00  -0.133232E+01   0.155986E-08   0.109999E-05  -0.102650E-06
  1834   0.318714E+03   0.816863E+01   0.000000E+00  -0.123957E+01   0.155756E-08   0.107778E-05  -0.101914E-06
  1835   0.317216E+03   0.823073E+01   0.000000E+00  -0.115264E+01   0.155527E-08   0.105773E-05  -0.101234E-06
  1836   0.315718E+03   0.829343E+01   0.000000E+00  -0.107155E+01   0.155297E-08   0.103995E-05  -0.100614E-06
  1837   0.314220E+03   0.835672E+01   0.000000E+00  -0.996294E+00   0.155068E-08   0.102458E-05  -0.100063E-06
  1838   0.312724E+03   0.842053E+01   0.000000E+00  -0.926879E+00   0.154840E-08   0.101171E-05  -0.995843E-07
  1839   0.311230E+03   0.848486E+01   0.000000E+00  -0.863302E+00   0.154611E-08   0.100148E-05  -0.991853E-07
  1840   0.309737E+03   0.854964E+01   0.000000E+00  -0.805549E+00   0.154383E-08   0.994007E-06  -0.988719E-07
  1841   0.308248E+03   0.861486E+01   0.000000E+00  -0.753611E+00   0.154155E-08   0.989402E-06  -0.986499E-07
  1842   0.306761E+03   0.868038E+01   0.000000E+00  -0.707472E+00   0.153928E-08   0.987787E-06  -0.985254E-07
  1843   0.305278E+03   0.874635E+01   0.000000E+00  -0.667125E+00   0.153701E-08   0.989282E-06  -0.985045E-07
  1844   0.303799E+03   0.881261E+01   0.000000E+00  -0.632561E+00   0.153474E-08   0.994006E-06  -0.985931E-07
  1845   0.302324E+03   0.887910E+01   0.000000E+00  -0.603756E+00   0.153247E-08   0.100208E-05  -0.987974E-07
  1846   0.300854E+03   0.894588E+01   0.000000E+00  -0.580704E+00   0.153021E-08   0.101361E-05  -0.991232E-07
  1847   0.299390E+03   0.901289E+01   0.000000E+00  -0.563380E+00   0.152795E-08   0.102874E-05  -0.995766E-07
  1848   0.297931E+03   0.908004E+01   0.000000E+00  -0.551755E+00   0.152569E-08   0.104756E-05  -0.100164E-06
  1849   0.296477E+03   0.914735E+01   0.000000E+00  -0.545812E+00   0.152344E-08   0.107021E-05  -0.100890E-06
  1850   0.295030E+03   0.921472E+01   0.000000E+00  -0.545522E+00   0.152119E-08   0.109681E-05  -0.101763E-06
  1851   0.293589E+03   0.928218E+01   0.000000E+00  -0.550876E+00   0.151894E-08   0.112742E-05  -0.102785E-06
  1852   0.292156E+03   0.934963E+01   0.000000E+00  -0.561841E+00   0.151670E-08   0.116194E-05  -0.103953E-06
  1853   0.290730E+03   0.941715E+01   0.000000E+00  -0.578381E+00   0.151445E-08   0.120022E-05  -0.105262E-06
  1854   0.289311E+03   0.948453E+01   0.000000E+00  -0.600457E+00   0.151222E-08   0.124211E-05  -0.106706E-06
  1855   0.287900E+03   0.955191E+01   0.000000E+00  -0.628011E+00   0.150998E-08   0.128747E-05  -0.108279E-06
  1856   0.286499E+03   0.961914E+01   0.000000E+00  -0.661017E+00   0.150775E-08   0.133614E-05  -0.109975E-06
  1857   0.285105E+03   0.968629E+01   0.000000E+00  -0.699427E+00   0.150552E-08   0.138796E-05  -0.111789E-06
  1858   0.283721E+03   0.975323E+01   0.000000E+00  -0.743191E+00   0.150329E-08   0.144281E-05  -0.113716E-06
  1859   0.282345E+03   0.981994E+01   0.000000E+00  -0.792268E+00   0.150107E-08   0.150051E-05  -0.115749E-06
  1860   0.280981E+03   0.988642E+01   0.000000E+00  -0.846609E+00   0.149885E-08   0.156093E-05  -0.117883E-06
  1861   0.279625E+03   0.995268E+01   0.000000E+00  -0.906159E+00   0.149663E-08   0.162391E-05  -0.120113E-06
  1862   0.278279E+03   0.100186E+02   0.000000E+00  -0.970861E+00   0.149442E-08   0.168930E-05  -0.122432E-06
  1863   0.276945E+03   0.100842E+02   0.000000E+00  -0.104067E+01   0.149221E-08   0.175696E-05  -0.124835E-06
  1864   0.275622E+03   0.101495E+02   0.000000E+00  -0.111554E+01   0.149000E-08   0.182673E-05  -0.127317E-06
  1865   0.274309E+03   0.102142E+02   0.000000E+00  -0.119540E+01   0.148780E-08   0.189846E-05  -0.129872E-06
  1866   0.273007E+03   0.102787E+02   0.000000E+00  -0.128021E+01   0.148560E-08   0.197200E-05  -0.132494E-06
  1867   0.271718E+03   0.103426E+02   0.000000E+00  -0.136990E+01   0.148340E-08   0.204721E-05  -0.135178E-06
  1868   0.270440E+03   0.104061E+02   0.000000E+00  -0.146440E+01   0.148120E-08   0.212394E-05  -0.137917E-06
  1869   0.269175E+03   0.104690E+02   0.000000E+00  -0.156366E+01   0.147901E-08   0.220203E-05  -0.140707E-06
  1870   0.267922E+03   0.105314E+02   0.000000E+00  -0.166759E+01   0.147683E-08   0.228133E-05  -0.143542E-06
  1871   0.266681E+03   0.105932E+02   0.000000E+00  -0.177613E+01   0.147464E-08   0.236169E-05  -0.146415E-06
  1872   0.265454E+03   0.106544E+02   0.000000E+00  -0.188921E+01   0.147246E-08   0.244298E-05  -0.149323E-06
  1873   0.264239E+03   0.107150E+02   0.000000E+00  -0.200677E+01   0.147029E-08   0.252502E-05  -0.152257E-06
  1874   0.263038E+03   0.107749E+02   0.000000E+00  -0.212873E+01   0.146811E-08   0.260768E-05  -0.155215E-06
  1875   0.261851E+03   0.108341E+02   0.000000E+00  -0.225501E+01   0.146594E-08   0.269081E-05  -0.158188E-06
  1876   0.260677E+03   0.108925E+02   0.000000E+00  -0.238554E+01   0.146378E-08   0.277425E-05  -0.161173E-06
  1877   0.259517E+03   0.109503E+02   0.000000E+00  -0.252023E+01   0.146161E-08   0.285786E-05  -0.164162E-06
  1878   0.258372E+03   0.110073E+02   0.000000E+00  -0.265901E+01   0.145945E-08   0.294148E-05  -0.167152E-06
  1879   0.257241E+03   0.110635E+02   0.000000E+00  -0.280181E+01   0.145730E-08   0.302497E-05  -0.170135E-06
  1880   0.256125E+03   0.111189E+02   0.000000E+00  -0.294853E+01   0.145514E-08   0.310817E-05  -0.173107E-06
  1881   0.255023E+03   0.111733E+02   0.000000E+00  -0.309911E+01   0.145299E-08   0.319094E-05  -0.176061E-06
  1882   0.253937E+03   0.112270E+02   0.000000E+00  -0.325346E+01   0.145085E-08   0.327313E-05  -0.178993E-06
  1883   0.252866E+03   0.112797E+02   0.000000E+00  -0.341149E+01   0.144871E-08   0.335458E-05  -0.181896E-06
  1884   0.251809E+03   0.113316E+02   0.000000E+00  -0.357312E+01   0.144657E-08   0.343515E-05  -0.184765E-06
  1885   0.250768E+03   0.113824E+02   0.000000E+00  -0.373830E+01   0.144443E-08   0.351469E-05  -0.187594E-06
  1886   0.249744E+03   0.114322E+02   0.000000E+00  -0.390690E+01   0.144230E-08   0.359304E-05  -0.190378E-06
  1887   0.248734E+03   0.114811E+02   0.000000E+00  -0.407887E+01   0.144018E-08   0.367006E-05  -0.193110E-06
  1888   0.247740E+03   0.115289E+02   0.000000E+00  -0.425410E+01   0.143805E-08   0.374560E-05  -0.195786E-06
  1889   0.246762E+03   0.115757E+02   0.000000E+00  -0.443250E+01   0.143593E-08   0.381950E-05  -0.198400E-06
  1890   0.245800E+03   0.116215E+02   0.000000E+00  -0.461396E+01   0.143382E-08   0.389162E-05  -0.200946E-06
  1891   0.244854E+03   0.116661E+02   0.000000E+00  -0.479841E+01   0.143171E-08   0.396182E-05  -0.203418E-06
  1892   0.243925E+03   0.117097E+02   0.000000E+00  -0.498573E+01   0.142960E-08   0.402992E-05  -0.205810E-06
  1893   0.243012E+03   0.117521E+02   0.000000E+00  -0.517584E+01   0.142749E-08   0.409580E-05  -0.208118E-06
  1894   0.242116E+03   0.117934E+02   0.000000E+00  -0.536864E+01   0.142539E-08   0.415929E-05  -0.210336E-06
  1895   0.241236E+03   0.118336E+02   0.000000E+00  -0.556402E+01   0.142330E-08   0.422026E-05  -0.212457E-06
  1896   0.240373E+03   0.118726E+02   0.000000E+00  -0.576190E+01   0.142120E-08   0.427854E-05  -0.214477E-06
  1897   0.239527E+03   0.119104E+02   0.000000E+00  -0.596219E+01   0.141911E-08   0.433399E-05  -0.216389E-06
  1898   0.238697E+03   0.119469E+02   0.000000E+00  -0.616480E+01   0.141703E-08   0.438646E-05  -0.218188E-06
  1899   0.237884E+03   0.119823E+02   0.000000E+00  -0.636963E+01   0.141495E-08   0.443580E-05  -0.219869E-06
  1900   0.237089E+03   0.120164E+02   0.000000E+00  -0.657659E+01   0.141287E-08   0.448185E-05  -0.221425E-06
  1901   0.236310E+03   0.120492E+02   0.000000E+00  -0.678559E+01   0.141080E-08   0.452451E-05  -0.222853E-06
  1902   0.235548E+03   0.120807E+02   0.000000E+00  -0.699651E+01   0.140873E-08   0.456373E-05  -0.224150E-06
  1903   0.234803E+03   0.121110E+02   0.000000E+00  -0.720924E+01   0.140666E-08   0.459953E-05  -0.225317E-06
  1904   0.234075E+03   0.121399E+02   0.000000E+00  -0.742376E+01   0.140460E-08   0.463190E-05  -0.226353E-06
  1905   0.233364E+03   0.121675E+02   0.000000E+00  -0.763982E+01   0.140254E-08   0.466085E-05  -0.227259E-06
  1906   0.232671E+03   0.121938E+02   0.000000E+00  -0.785740E+01   0.140049E-08   0.468639E-05  -0.228034E-06
  1907   0.231994E+03   0.122188E+02   0.000000E+00  -0.807643E+01   0.139844E-08   0.470850E-05  -0.228678E-06
  1908   0.231335E+03   0.122424E+02   0.000000E+00  -0.829669E+01   0.139639E-08   0.472720E-05  -0.229191E-06
  1909   0.230693E+03   0.122647E+02   0.000000E+00  -0.851816E+01   0.139435E-08   0.474248E-05  -0.229573E-06
  1910   0.230068E+03   0.122855E+02   0.000000E+00  -0.874078E+01   0.139231E-08   0.475435E-05  -0.229823E-06
  1911   0.229461E+03   0.123050E+02   0.000000E+00  -0.896431E+01   0.139028E-08   0.476282E-05  -0.229942E-06
  1912   0.228871E+03   0.123231E+02   0.000000E+00  -0.918867E+01   0.138824E-08   0.476787E-05  -0.229928E-06
  1913   0.228297E+03   0.123398E+02   0.000000E+00  -0.941386E+01   0.138622E-08   0.476952E-05  -0.229783E-06
  1914   0.227741E+03   0.123551E+02   0.000000E+00  -0.963966E+01   0.138419E-08   0.476777E-05  -0.229506E-06
  1915   0.227202E+03   0.123690E+02   0.000000E+00  -0.986606E+01   0.138217E-08   0.476261E-05  -0.229096E-06
  1916   0.226680E+03   0.123814E+02   0.000000E+00  -0.100929E+02   0.138015E-08   0.475406E-05  -0.228553E-06
  1917   0.226176E+03   0.123925E+02   0.000000E+00  -0.103200E+02   0.137814E-08   0.474211E-05  -0.227878E-06
  1918   0.225688E+03   0.124020E+02   0.000000E+00  -0.105475E+02   0.137613E-08   0.472676E-05  -0.227070E-06
  1919   0.225218E+03   0.124103E+02   0.000000E+00  -0.107750E+02   0.137412E-08   0.470802E-05  -0.226129E-06
  1920   0.224764E+03   0.124170E+02   0.000000E+00  -0.110025E+02   0.137212E-08   0.468589E-05  -0.225055E-06
  1921   0.224327E+03   0.124224E+02   0.000000E+00  -0.112300E+02   0.137011E-08   0.466037E-05  -0.223847E-06
  1922   0.223907E+03   0.124262E+02   0.000000E+00  -0.114573E+02   0.136812E-08   0.463147E-05  -0.222506E-06
  1923   0.223504E+03   0.124287E+02   0.000000E+00  -0.116843E+02   0.136612E-08   0.459918E-05  -0.221030E-06
  1924   0.223118E+03   0.124299E+02   0.000000E+00  -0.119108E+02   0.136413E-08   0.456351E-05  -0.219421E-06
  1925   0.222748E+03   0.124295E+02   0.000000E+00  -0.121369E+02   0.136214E-08   0.452446E-05  -0.217678E-06
  1926   0.222394E+03   0.124277E+02   0.000000E+00  -0.123624E+02   0.136016E-08   0.448203E-05  -0.215801E-06
  1927   0.222057E+03   0.124245E+02   0.000000E+00  -0.125872E+02   0.135817E-08   0.443622E-05  -0.213789E-06
  1928   0.221736E+03   0.124199E+02   0.000000E+00  -0.128112E+02   0.135620E-08   0.438704E-05  -0.211642E-06
  1929   0.221432E+03   0.124138E+02   0.000000E+00  -0.130343E+02   0.135422E-08   0.433449E-05  -0.209361E-06
  1930   0.221143E+03   0.124063E+02   0.000000E+00  -0.132563E+02   0.135225E-08   0.427857E-05  -0.206944E-06
  1931   0.220871E+03   0.123974E+02   0.000000E+00  -0.134773E+02   0.135028E-08   0.421928E-05  -0.204393E-06
  1932   0.220613E+03   0.123871E+02   0.000000E+00  -0.136971E+02   0.134831E-08   0.415662E-05  -0.201706E-06
  1933   0.220372E+03   0.123754E+02   0.000000E+00  -0.139156E+02   0.134634E-08   0.409060E-05  -0.198883E-06
  1934   0.220146E+03   0.123622E+02   0.000000E+00  -0.141327E+02   0.134438E-08   0.402122E-05  -0.195925E-06
  1935   0.219936E+03   0.123477E+02   0.000000E+00  -0.143484E+02   0.134242E-08   0.394848E-05  -0.192831E-06
  1936   0.219740E+03   0.123317E+02   0.000000E+00  -0.145625E+02   0.134047E-08   0.387239E-05  -0.189601E-06
  1937   0.219560E+03   0.123144E+02   0.000000E+00  -0.147748E+02   0.133851E-08   0.379293E-05  -0.186235E-06
  1938   0.219395E+03   0.122956E+02   0.000000E+00  -0.149854E+02   0.133656E-08   0.371013E-05  -0.182732E-06
  1939   0.219244E+03   0.122756E+02   0.000000E+00  -0.151942E+02   0.133462E-08   0.362397E-05  -0.179093E-06
  1940   0.219107E+03   0.122541E+02   0.000000E+00  -0.154011E+02   0.133267E-08   0.353447E-05  -0.175317E-06
  1941   0.218985E+03   0.122313E+02   0.000000E+00  -0.156059E+02   0.133073E-08   0.344162E-05  -0.171404E-06
  1942   0.218877E+03   0.122072E+02   0.000000E+00  -0.158086E+02   0.132879E-08   0.334542E-05  -0.167354E-06
  1943   0.218784E+03   0.121817E+02   0.000000E+00  -0.160091E+02   0.132685E-08   0.324588E-05  -0.163166E-06
  1944   0.218703E+03   0.121549E+02   0.000000E+00  -0.162074E+02   0.132491E-08   0.314300E-05  -0.158842E-06
  1945   0.218636E+03   0.121267E+02   0.000000E+00  -0.164032E+02   0.132298E-08   0.303679E-05  -0.154379E-06
  1946   0.218583E+03   0.120972E+02   0.000000E+00  -0.165966E+02   0.132105E-08   0.292723E-05  -0.149779E-06
  1947   0.218543E+03   0.120665E+02   0.000000E+00  -0.167875E+02   0.131912E-08   0.281434E-05  -0.145041E-06
  1948   0.218516E+03   0.120344E+02   0.000000E+00  -0.169757E+02   0.131720E-08   0.269812E-05  -0.140165E-06
  1949   0.218501E+03   0.120010E+02   0.000000E+00  -0.171612E+02   0.131527E-08   0.257857E-05  -0.135150E-06
  1950   0.218498E+03   0.119664E+02   0.000000E+00  -0.173439E+02   0.131335E-08   0.245569E-05  -0.129997E-06
  1951   0.218508E+03   0.119304E+02   0.000000E+00  -0.175238E+02   0.131143E-08   0.232953E-05  -0.124707E-06
  1952   0.218530E+03   0.118932E+02   0.000000E+00  -0.177007E+02   0.130951E-08   0.220025E-05  -0.119288E-06
  1953   0.218564E+03   0.118548E+02   0.000000E+00  -0.178746E+02   0.130760E-08   0.206808E-05  -0.113752E-06
  1954   0.218609E+03   0.118152E+02   0.000000E+00  -0.180455E+02   0.130569E-08   0.193325E-05  -0.108108E-06
  1955   0.218665E+03   0.117744E+02   0.000000E+00  -0.182132E+02   0.130378E-08   0.179596E-05  -0.102367E-06
  1956   0.218732E+03   0.117323E+02   0.000000E+00  -0.183779E+02   0.130187E-08   0.165643E-05  -0.965385E-07
  1957   0.218810E+03   0.116892E+02   0.000000E+00  -0.185393E+02   0.129996E-08   0.151488E-05  -0.906338E-07
  1958   0.218899E+03   0.116449E+02   0.000000E+00  -0.186973E+02   0.129806E-08   0.137154E-05  -0.846628E-07
  1959   0.218997E+03   0.115995E+02   0.000000E+00  -0.188521E+02   0.129616E-08   0.122661E-05  -0.786359E-07
  1960   0.219106E+03   0.115529E+02   0.000000E+00  -0.190035E+02   0.129426E-08   0.108032E-05  -0.725635E-07
  1961   0.219224E+03   0.115053E+02   0.000000E+00  -0.191514E+02   0.129237E-08   0.932884E-06  -0.664560E-07
  1962   0.219351E+03   0.114567E+02   0.000000E+00  -0.192958E+02   0.129048E-08   0.784520E-06  -0.603236E-07
  1963   0.219488E+03   0.114069E+02   0.000000E+00  -0.194366E+02   0.128858E-08   0.635446E-06  -0.541767E-07
  1964   0.219634E+03   0.113561E+02   0.000000E+00  -0.195738E+02   0.128670E-08   0.485880E-06  -0.480258E-07
  1965   0.219787E+03   0.113043E+02   0.000000E+00  -0.197074E+02   0.128481E-08   0.336040E-06  -0.418810E-07
  1966   0.219949E+03   0.112515E+02   0.000000E+00  -0.198372E+02   0.128293E-08   0.186144E-06  -0.357528E-07
  1967   0.220118E+03   0.111976E+02   0.000000E+00  -0.199633E+02   0.128105E-08   0.364101E-07  -0.296516E-07
  1968   0.220295E+03   0.111429E+02   0.000000E+00  -0.200857E+02   0.127917E-08  -0.112944E-06  -0.235876E-07
  1969   0.220480E+03   0.110871E+02   0.000000E+00  -0.202042E+02   0.127729E-08  -0.261699E-06  -0.175713E-07
  1970   0.220671E+03   0.110305E+02   0.000000E+00  -0.203188E+02   0.127542E-08  -0.409638E-06  -0.116129E-07
  1971   0.220869E+03   0.109730E+02   0.000000E+00  -0.204295E+02   0.127355E-08  -0.556544E-06  -0.572285E-08
  1972   0.221074E+03   0.109147E+02   0.000000E+00  -0.205364E+02   0.127169E-08  -0.702197E-06   0.885081E-10
  1973   0.221285E+03   0.108554E+02   0.000000E+00  -0.206392E+02   0.126982E-08  -0.846380E-06   0.581084E-08
  1974   0.221501E+03   0.107953E+02   0.000000E+00  -0.207380E+02   0.126796E-08  -0.988875E-06   0.114338E-07
  1975   0.221723E+03   0.107344E+02   0.000000E+00  -0.208328E+02   0.126610E-08  -0.112946E-05   0.169470E-07
  1976   0.221951E+03   0.106727E+02   0.000000E+00  -0.209235E+02   0.126425E-08  -0.126793E-05   0.223402E-07
  1977   0.222182E+03   0.106103E+02   0.000000E+00  -0.210100E+02   0.126239E-08  -0.140405E-05   0.276029E-07
  1978   0.222418E+03   0.105470E+02   0.000000E+00  -0.210925E+02   0.126054E-08  -0.153761E-05   0.327249E-07
  1979   0.222658E+03   0.104831E+02   0.000000E+00  -0.211707E+02   0.125870E-08  -0.166840E-05   0.376957E-07
  1980   0.222903E+03   0.104184E+02   0.000000E+00  -0.212448E+02   0.125685E-08  -0.179619E-05   0.425050E-07
  1981   0.223150E+03   0.103532E+02   0.000000E+00  -0.213147E+02   0.125501E-08  -0.192076E-05   0.471425E-07
  1982   0.223402E+03   0.102872E+02   0.000000E+00  -0.213804E+02   0.125317E-08  -0.204190E-05   0.515979E-07
  1983   0.223656E+03   0.102206E+02   0.000000E+00  -0.214419E+02   0.125134E-08  -0.215940E-05   0.558607E-07
  1984   0.223913E+03   0.101534E+02   0.000000E+00  -0.214992E+02   0.124951E-08  -0.227302E-05   0.599206E-07
  1985   0.224172E+03   0.100857E+02   0.000000E+00  -0.215522E+02   0.124768E-08  -0.238256E-05   0.637673E-07
  1986   0.224433E+03   0.100174E+02   0.000000E+00  -0.216009E+02   0.124585E-08  -0.248780E-05   0.673905E-07
  1987   0.224697E+03   0.994858E+01   0.000000E+00  -0.216454E+02   0.124403E-08  -0.258851E-05   0.707797E-07
  1988   0.224961E+03   0.987928E+01   0.000000E+00  -0.216856E+02   0.124221E-08  -0.268448E-05   0.739246E-07
  1989   0.225227E+03   0.980954E+01   0.000000E+00  -0.217215E+02   0.124039E-08  -0.277550E-05   0.768149E-07
  1990   0.225494E+03   0.973928E+01   0.000000E+00  -0.217532E+02   0.123858E-08  -0.286133E-05   0.794402E-07
  1991   0.225762E+03   0.966864E+01   0.000000E+00  -0.217805E+02   0.123677E-08  -0.294178E-05   0.817902E-07
  1992   0.226029E+03   0.959756E+01   0.000000E+00  -0.218035E+02   0.123496E-08  -0.301661E-05   0.838546E-07
  1993   0.226296E+03   0.952610E+01   0.000000E+00  -0.218223E+02   0.123316E-08  -0.308562E-05   0.856229E-07
  1994   0.226564E+03   0.945435E+01   0.000000E+00  -0.218367E+02   0.123136E-08  -0.314857E-05   0.870848E-07
  1995   0.226830E+03   0.938223E+01   0.000000E+00  -0.218468E+02   0.122956E-08  -0.320526E-05   0.882300E-07
  1996   0.227095E+03   0.930973E+01   0.000000E+00  -0.218526E+02   0.122777E-08  -0.325547E-05   0.890482E-07
  1997   0.227360E+03   0.923701E+01   0.000000E+00  -0.218541E+02   0.122598E-08  -0.329897E-05   0.895289E-07
  1998   0.227621E+03   0.916407E+01   0.000000E+00  -0.218514E+02   0.122419E-08  -0.333555E-05   0.896618E-07
  1999   0.227883E+03   0.909083E+01   0.000000E+00  -0.218444E+02   0.122240E-08  -0.336500E-05   0.894366E-07
  2000   0.228140E+03   0.901737E+01   0.000000E+00  -0.218331E+02   0.122062E-08  -0.338709E-05   0.888430E-07
  2001   0.228397E+03   0.894376E+01   0.000000E+00  -0.218175E+02   0.121885E-08  -0.340169E-05   0.878750E-07
  2002   0.228650E+03   0.886999E+01   0.000000E+00  -0.217977E+02   0.121707E-08  -0.340898E-05   0.865449E-07
